claim_id,claim,source_ids,quote,quote_location,subquestion,volatility,confidence,verdict,note
SQ-04-C010,"GPT-4o binary relevancia-ítéletének Cohen kappa egyezése TREC emberi címkékkel LLM-írta promptok mellett átlag 0.434, ember-írta promptok mellett csak 0.270; graded (0-3) ítéletnél mindkettő 0.215-re esik; páros-összehasonlító (pairwise) ítéletnél 0.849 illetve 0.578 - a fokozatos relevancia-ítélet a legkevésbé megbízható forma.",src_2026-09-04_arxiv-2504-12408_a-human-ai-comparative-analysis-of-prompt-sensitivity-in-llm,GPT-4o | LLM | 0.434 | 0.003 | 0.215 | 0.001 | 0.849 | 0.000 |,Table 2,SQ-04,stable,,,
SQ-05-C001,"Az Elasticsearch indices_boost paraméterével explicit, konfigurálható súlyt lehet adni egyes indexeknek/aliasoknak/mintáknak egy több-indexes keresésben, amikor egyes indexek találatai fontosabbak másokénál.",src_2026-09-04_elastic-co_search-multiple-data-streams-and-indices-indices-boost-elast,"The indices_boost parameter allows weighting results from specific indices higher than others. This feature ""is useful when hits coming from some indices matter more than hits from other.""",Index Boost,SQ-05,stable,,,
SQ-05-C002,"Az Elasticsearch cross-cluster search (CCS) alapértelmezett viselkedése szerint a helyi és a távoli klaszterek találatai egyetlen, _score szerint globálisan rendezett hits listában jelennek meg -- nincs alapértelmezett 'saját klaszter előre' csoportosítás.",src_2026-09-04_elastic-co_cross-cluster-search-elastic-docs,This document's _index parameter doesn't include a cluster name. This means the document came from the local cluster.,"Search multiple remote clusters (worked example, hits array ordered score 2, then two score-1 remote hits)",SQ-05,stable,,,
SQ-05-C003,"Az Azure AI Search 'scoring profiles' mechanizmusa egyetlen indexen belüli mezősúlyozásra és numerikus (táv/frissesség/nagyság/tag) függvényekre szolgál; a hivatalos dokumentáció nem ír le olyan primitívet, amivel több különálló index/scope találatait egy közös, egyik forrást a másik elé súlyozó eredménylistába lehetne fésülni egyetlen kérésben.",src_2026-09-04_learn-microsoft-com_add-scoring-profiles-to-boost-search-scores-azure-ai-search,Scoring profiles are used to boost or suppress the ranking of matching documents based on user-defined criteria.,Add scoring profiles to boost search scores - intro,SQ-05,slow,,,
SQ-05-C004,"A Vespa federációs keretrendszere alapból párhuzamosan lekérdezi az összes forrást és a FederationSearcher egyesíti az eredményeket, de a tényleges összefésülési politikát (relevancia szerint kevert lista vs. forrásonként csoportosított, vs. küszöbölt/szűrt idegen forrás) a fejlesztőnek kell egy egyedi Searcher-ben (pl. ResultBlender) megírnia -- nincs beépített, kikényszerített 'saját forrás előre' szabály.",src_2026-09-04_docs-vespa-ai_federation-vespa-documentation,"This is not an easy task, and we will not attempt to solve it here, other than noting that any solution should make use of both the information in the intent model and the information within the results from each source",Processing Results,SQ-05,slow,,,
SQ-05-C005,"A Vespa dokumentációjának mintapéldája (ResultBlender) egy konkrét, nem-relevancia-alapú vegyítési szabályt mutat be: a 'web' forrás összes találata bekerül, de az 'news' (másodlagos) forrásból csak a 0.7 pontszám feletti találatok -- vagyis a minta explicit forrás-alapú küszöbölést alkalmaz relevancia-keverés helyett.",src_2026-09-04_docs-vespa-ai_federation-vespa-documentation,if (hit.getRelevance().getScore() > 0.7) return true;,Processing Results / ResultBlender code example,SQ-05,slow,,,
SQ-05-C006,"A klasszikus federated/distributed IR irodalomban (CORI-stílusú összefésülés) a cél a forrásfüggő dokumentum-pontszámok forrásfüggetlenné normalizálása, majd egyetlen, relevancia szerint rendezett, integrált találati listába fésülése -- nem forrás szerint csoportosított, merev sorrendű lista.",src_2026-09-04_cs-cmu-edu_federated-search-of-text-based-digital-libraries-in-hierarch,normalizing resource-specific document scores into resource-independent document scores,Summary of Result Merging Approaches,SQ-05,stable,,,"Forrás: WebFetch tömörített/összegzett kivonata a PDF-ből, nem szó szerinti -- csak az idézőjeles töredékek és a táblázat-számok tekinthetők elsődlegesnek."
SQ-05-C007,"OpenSearch cross-cluster search alapesetben tisztán relevancia-pontszám szerint keveri a helyi és a távoli klaszterek találatait; egy felhasználó explicit azt kérdezte a fórumon, hogyan lehet ehelyett garantáltan egyenlő számú dokumentumot kapni minden klaszterből, ami azt jelzi, hogy a merev/kvótás forrás-sorrend NEM alapértelmezett és nincs rá natív kapcsoló.",src_2026-09-04_forum-opensearch-org_cross-cluster-search-searching-equal-number-of-documents-fro,"wanted to know if there's a method to get an equal number of documents (e.g., 10-20 results) from each cluster rather than results determined solely by relevance scoring across clusters",Main Discussion / Original Question by vik,SQ-05,volatile,,,
SQ-05-C008,"Az OpenSearch közösségi ajánlott megoldása a klaszterenkénti kvótázott/kiegyenlített találatlistára a 'collapse' mező szerinti csoportosítás (pl. klaszter/'_index' mezőre) inner_hits-szel -- vagyis egy általános deduplikációs/csoportosítási eszközt hangszerelnek át erre a célra, nem egy dedikált forrás-rangsorolási funkciót.",src_2026-09-04_forum-opensearch-org_cross-cluster-search-searching-equal-number-of-documents-fro,"Adding a field to documents indicating cluster name, then collapsing results on that field",Response by radu.gheorghe,SQ-05,volatile,,,
SQ-05-C009,"A FeB4RAG (federated search + RAG) irodalom a naiv round-robin (forrásonkénti váltakozó/interleaving) találat-egyesítést állítja szembe a tisztán relevancia-pontszám szerint csökkenő sorrendbe rendezett ('best-fed') egyesítéssel, és az utóbbi a downstream RAG-válaszminőség szempontjából minden vizsgált adathalmazon jobbnak bizonyult a naiv módszernél.",src_2026-09-04_arxiv-2402-11891_feb4rag-evaluating-federated-search-in-the-context-of-retrie,preferences for responses generated by the RAG pipeline that rely on best-fed occur across all datasets; we note this is not the case for naive-fed,Performance Comparison,SQ-05,slow,,,
SQ-06-C001,"A GitHub keresés hatóköre (repository, organization, enterprise, user) explicit kereső-minősítőkkel (repo:, org:, user:, enterprise:) állítható be; nincs alapértelmezett 'saját projekt + kapcsolt projekt' kevert nézet, a felhasználónak kell megadnia melyik hatókört akarja.",src_2026-09-04_docs-github-com_understanding-github-code-search-syntax,"To search within a set of repositories, you can combine multiple repo: qualifiers with the boolean operator OR.",Using qualifiers / Repository qualifier,SQ-06,stable,,,
SQ-06-C002,"GitHub-on az org: minősítő az egész szervezet minden repóján keres, az enterprise: minősítő pedig egy enterprise-hoz tartozó összes szervezet repóit fedi le (de a felhasználó saját repóit nem), tehát a hatókör hierarchikus (repo < org < enterprise), nem hálózatos 'összekötött projektek' modell.",src_2026-09-04_docs-github-com_understanding-github-code-search-syntax,This searches repositories owned by organizations in the enterprise. User-owned repositories are not included.,Using qualifiers / Enterprise qualifier,SQ-06,stable,,,
SQ-06-C003,"Slack keresés a felhasználó saját összes csatornáján és beszélgetésén belül egy egységes (nem szekcionált) találati listát ad; a hatókör szűkítése az 'in:' módosítóval (csatorna/személy/szekció név) történik keresési szintaxisként, nem alapértelmezett szűrőként, és a találatok típus szerint (Messages/Files/People/Channels/Canvases) vannak fülekre bontva, nem hatókör szerint.",src_2026-09-04_slack-com_search-in-slack-official-help,"Add in: and a channel name, coworker(s) name, or section name to search within specific conversations",Narrow your search with modifiers,SQ-06,slow,,,
SQ-06-C004,"Notionban a Teamspace csak egy utólagos SZŰRŐ a keresési találatok között (Filter by: Teamspace), nem egy alapértelmezett szűkítés - az alapértelmezett keresés a teljes workspace-en (minden hozzáférhető teamspace-en) átível, kevert relevancia-sorrendben (Best Matches alapértelmezett rendezés), és nincs vizuálisan elkülönített szekció az 'idegen' teamspace találatoknak.",src_2026-09-04_notion-com_search-for-pages-and-content-in-notion-official-help-webfetc,"Filter by: Title only, Created by, Teamspace, In, Date",Refine Search Results,SQ-06,volatile,,,
SQ-06-C005,"Confluence keresés alapból MINDEN space-en (beleértve a personal space-eket is) átível egyetlen kevert találati listában; a jelenlegi space csak a space-szűrő listájában van legfelülre pinnelve kényelmi okból, de nem korlátozza automatikusan a keresést.",src_2026-09-04_confluence-atlassian-com_search-confluence-data-center-10-2,"When you enter a search term, Confluence looks for content in all spaces (including personal spaces), pages, mail, personal profiles, and space descriptions.",How Confluence search works,SQ-06,stable,,,
SQ-06-C006,"2006 óta megoldatlan (162 szavazat, 'Gathering Interest' státusz 2026-ban is) Atlassian feature-kérés kéri, hogy a Confluence Quick Search alapértelmezetten a JELENLEGI space-re szűküljön ahelyett, hogy minden space-t átfésülne - ez közvetlen bizonyíték arra, hogy a kevert, hatókör-mentes keresés a bevett gyakorlat, és a felhasználók egy része ezt problémának érzi.",src_2026-09-04_jira-atlassian-com_make-quick-search-scope-a-site-configurable-option-confserve,"Quick Search defaults to searching in all spaces, which makes it somewhat less quick",Description,SQ-06,stable,,,
SQ-06-C007,"A Confluence hivatalos relevancia-rangsorolási képlete három tényezőt kombinál (tartalomtípus súly x mezőtípus súly x frissesség súly); a space-hovatartozás NEM szerepel a dokumentált súlyozási tényezők között, tehát a más space-ből (pl. 'idegen' hatókörből) érkező találat nincs se felül, se alul súlyozva a hatókör alapján - pusztán relevancia szerint keveredik.",src_2026-09-04_confluence-atlassian-com_ranking-of-search-results-confluence-data-center-10-2,Confluence combines three separate weightings to determine the final relevance score:,Ranking Methodology,SQ-06,stable,,,
