id,subquestion,claim,quote,source_url,tier,confidence,note
SQ-04-C013,SQ-04,"A hivatalos Anthropic Skills-útmutató (PDF) hibaelhárítási szakasza szerint 20-50 egyszerre engedélyezett skill fölött érdemes felülvizsgálni, hogy valóban mindegyik szükséges-e.","Reduce enabled skills
– Evaluate if you have more than 20 - 50 skills enabled simultaneously
– Recommend selective enablement
– Consider skill ""packs"" for related capabilities",https://resources.anthropic.com/hubfs/The-Complete-Guide-to-Building-Skill-for-Claude.pdf,T1,Közepes,"Kétszer, eltérő prompttal lekérve szó szerint egyezett — ez a fetch HŰSÉGÉT igazolja, nem egy második FÜGGETLEN forrást, ezért marad Közepes."
SQ-04-C014,SQ-04,"Fájlrendszerrel és kódfuttatással rendelkező agenteknek nem kell a teljes skillt egyszerre kontextusba tölteniük, ezért a skillbe csomagolható tartalom mérete elméletileg korlátlan.",Agents with a filesystem and code execution tools don't need to read the entirety of a skill into their context window when working on a particular task. This means that the amount of context that can be bundled into a skill is effectively unbounded,https://www.anthropic.com/engineering/equipping-agents-for-the-real-world-with-agent-skills,T1,Közepes,"Ez csak arra az esetre igaz, amikor a hívó maga tudja lustán, igény szerint betölteni az egyes elemeket — a kategória-választó promptunk esetében (minden kategória egyszerre landol a kontextusban) ez a feltétel NEM teljesül."
SQ-04-C015,SQ-04,"A Tool Search Tool nem tölti be előre az összes eszközdefiníciót, hanem igény szerint fedezi fel őket — Claude csak az adott feladathoz ténylegesen szükséges eszközöket látja.","Instead of loading all tool definitions upfront, the Tool Search Tool discovers tools on-demand. Claude only sees the tools it actually needs for the current task.",https://www.anthropic.com/engineering/advanced-tool-use,T1,Közepes,"Mechanizmus-leírás, nem teljesítmény-benchmark."
SQ-04-C016,SQ-04,"Anthropic hivatalosan azt ajánlja, hogy a Tool Search Tool-t akkor kapcsoljuk be, ha 10 vagy több eszköz érhető el, VAGY az eszközdefiníciók 10 000 tokennél többet fogyasztanak, VAGY a választási pontosság romlik az eszköztár növekedésével, VAGY 200+ eszközt aggregálunk több MCP-szerverről, VAGY az eszköztár idővel nő.","Use tool search when any of the following apply:
- You have 10 or more tools available.
- Your tool definitions consume more than 10k tokens.
- Tool selection accuracy drops as your toolset grows.
- You aggregate multiple MCP servers (200+ tools).
- Your tool library grows over time.",https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-search-tool,T1,Közepes,"Kétszer, eltérő prompttal lekérve szó szerint egyezett (fetch-hűség, nem független második forrás)."
SQ-04-C017,SQ-04,"Anthropic szerint a standard (Tool Search nélküli) eszközhívás jobb választás, ha 10-nél kevesebb eszköz van, minden eszközt minden kérésnél használnak, vagy az eszközdefiníciók kicsik (100 tokennél kevesebb összesen).","Standard tool calling, without tool search, is a better fit when you have fewer than 10 tools, every tool is used in every request, or your tool definitions are small (less than 100 tokens total).",https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-search-tool,T1,Közepes,
SQ-04-C018,SQ-04,"Anthropic hivatalosan kimondja, hogy Claude eszközválasztási pontossága 30-50 elérhető eszköz fölött látványosan romlik, míg a Tool Search Tool ezt elkerüli, mert csak egy fókuszált eszközkészletet tölt be igény szerint.","Claude's ability to pick the right tool degrades once you exceed 30–50 available tools. Because tool search loads only a focused set of relevant tools on demand, selection accuracy stays high even across thousands of tools.",https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-search-tool,T1,Közepes,"A kutatás legerősebb, leghivatalosabb, legkonkrétabb darabszám-küszöb-állítása az 5. (darabszám) kérdésre. Kétszer, eltérő prompttal lekérve szó szerint egyezett."
SQ-04-C019,SQ-04,"Egy tipikus, öt MCP-szerveres (GitHub, Slack, Sentry, Grafana, Splunk) beállítás kb. 55 000 tokent fogyaszt a definíciókban, mielőtt Claude bármit is dolgozna; a Tool Search ezt jellemzően 85%-nál nagyobb mértékben csökkenti, csak a 3-5 ténylegesen szükséges eszközt töltve be.","A typical multiserver setup (GitHub, Slack, Sentry, Grafana, and Splunk) can consume ~55k tokens in definitions before Claude does any work. Tool search typically reduces this by over 85 percent, loading only the 3–5 tools Claude needs for a given request.",https://www.anthropic.com/engineering/advanced-tool-use,T2,Alacsony,"Gyártói önértékelés a saját termékéről — a feladat szabálya szerint T2, még hivatalos domainen is."
SQ-04-C020,SQ-04,A Tool Search Tool a hagyományos megközelítéshez képest 191 300 token kontextust őriz meg 122 800-hoz képest egy nagy kontextusablakos forgatókönyvben.,"Tool Search Tool preserves 191,300 tokens of context compared to 122,800 with Claude's traditional approach.",https://www.anthropic.com/engineering/advanced-tool-use,T2,Alacsony,Gyártói önértékelés a saját termékéről.
SQ-04-C021,SQ-04,"Anthropic saját belső tesztje szerint a Tool Search Tool bekapcsolásával az Opus 4 pontossága 49%-ról 74%-ra, az Opus 4.5-é 79.5%-ról 88.1%-ra nőtt MCP-értékeléseken.","Opus 4 improved from 49% to 74%, and Opus 4.5 improved from 79.5% to 88.1% with Tool Search Tool enabled.",https://www.anthropic.com/engineering/advanced-tool-use,T2,Alacsony,"Gyártói önértékelés a saját termékéről; a feladatleírásban szereplő 79.5%→88.1% szám itt megerősítve, mint az Opus 4.5-ös mérés."
SQ-04-C022,SQ-04,"A Programmatic Tool Calling funkcióval az átlagos tokenfelhasználás 43 588-ról 27 297-re csökkent, 37%-os csökkenést jelentve komplex kutatási feladatokon.","Average usage dropped from 43,588 to 27,297 tokens, a 37% reduction on complex research tasks.",https://www.anthropic.com/engineering/advanced-tool-use,T2,Alacsony,"Gyártói önértékelés a saját termékéről, más funkcióra (Programmatic Tool Calling) vonatkozik, mint a Tool Search Tool."
SQ-04-C023,SQ-04,A Tool Use Examples funkció (mintahívások az eszközdefinícióhoz csatolva) 72%-ról 90%-ra javította a pontosságot komplex paraméterkezelésnél.,Tool use examples improved accuracy from 72% to 90% on complex parameter handling.,https://www.anthropic.com/engineering/advanced-tool-use,T2,Alacsony,Gyártói önértékelés a saját termékéről.
SQ-04-C024,SQ-04,A RAG-MCP paper szerint minden lehetséges eszköz definíciójának/használati utasításának megadása a modell kontextusában rendkívüli mennyiségű tokent fogyasztana — ez a 'prompt bloat' probléma.,Prompt Bloat is one critical issue: providing the definitions or usage instructions for every possible tool in the model's context would consume an enormous number of tokens,https://arxiv.org/pdf/2505.03275,T1,Közepes,
SQ-04-C025,SQ-04,"A RAG-MCP paper szerint minél hosszabb (és egymáshoz hasonlóbb) az eszközlista, a modell döntése annál összetettebb, és annál nagyobb a hibázás esélye.","With a long list of tools (many of them similar in scope), the model faces a more complex decision when choosing if and which tool to invoke. The greater the choice, the higher the chance of error",https://arxiv.org/pdf/2505.03275,T1,Közepes,
SQ-04-C026,SQ-04,A RAG-MCP módszer több mint háromszorosára növeli az eszközválasztási pontosságot a nem szűrt ('minden a promptban') alapmódszerhez képest.,more than triples tool selection accuracy,https://arxiv.org/pdf/2505.03275,T1,Közepes,"A pontos számok (13.62% vs 43.13%) az SQ-02-C016 sorban is szerepelnek, ugyanabból a papírból, más idézettel."
SQ-04-C027,SQ-04,A RAG-MCP módszer a prompt-tokeneket több mint 50%-kal csökkenti a nem szűrt alapmódszerhez képest.,"cuts prompt tokens (e.g., by over 50%)",https://arxiv.org/pdf/2505.03275,T1,Közepes,
SQ-04-C028,SQ-04,"A RAG-MCP saját visszakeresési pontossága 90% fölötti sikerarányt mutat, amíg a helyes eszköz pozíciója a rangsorolt listán 30 alatt van.",success rates above 90%,https://arxiv.org/pdf/2505.03275,T1,Közepes,"Ez a RAG-MCP RETRIEVER saját pozíció szerinti pontossága, NEM az 'N eszköz a promptban' módszer N-függő görbéje — ld. ellentmondasok.md."
SQ-04-C029,SQ-04,"A RAG-MCP visszakeresési pontossága a 31-70. pozíciók körül csökkenni kezd, mert nő az MCP-leírások közötti szemantikai átfedés.",semantic overlap among MCP descriptions increases,https://arxiv.org/pdf/2505.03275,T1,Közepes,
SQ-04-C030,SQ-04,100. pozíció fölött a RAG-MCP retriever pontossága jelentősen leromlik.,"purple dominates, signifying that retrieval precision diminishes",https://arxiv.org/pdf/2505.03275,T1,Közepes,
SQ-04-C031,SQ-04,"A ToolRet (Retrieval Models Aren't Tool-Savvy) egy 43 000 eszközből álló korpuszt épített, 7600 visszakeresési feladattal és 200 000+ tanító példával.","a corpus of 43k tools"", ""7.6k diverse retrieval tasks"", ""over 200k instances",https://arxiv.org/html/2503.01763,T1,Közepes,
SQ-04-C032,SQ-04,"A ToolRet szerint még a legjobb, hagyományos IR-benchmarkokon erős kereskedelmi beágyazó modell (NV-embed-v1) is csak 33,83 nDCG@10 pontosságot ér el eszköz-visszakeresésben.","even the best model (i.e., NV-embedd-v1) that demonstrates strong performance in conventional IR benchmarks, achieves an nDCG@10 of only 33.83",https://arxiv.org/html/2503.01763,T1,Közepes,
SQ-04-C033,SQ-04,A ToolRet kísérletben minden tesztelt retriever 35% alatti Completeness@10 és 52% alatti recall@10 értéket ért el.,all retrievers in our experiments achieve less than 35% in Completeness@10 and under 52% in recall@10,https://arxiv.org/html/2503.01763,T1,Közepes,
SQ-04-C034,SQ-04,"A ToolRet szerzői szerint a valós eszköztárak jellemzően óriásiak (pl. a RapidAPI platform 52 000-nél több eszközt tartalmaz), ami miatt lehetetlen az összes eszközt a modell korlátozott kontextusába illeszteni.","real-world toolsets are typically massive, making it less possible to incorporate all tools within the limited context of LLMs. For example, the RapidAPI platform contains more than 52k tools.",https://arxiv.org/html/2503.01763,T1,Közepes,
SQ-04-C035,SQ-04,A ToolLLM paper 16 464 valós RESTful API-t gyűjtött össze 49 kategóriában a RapidAPI Hub-ról.,"collect 16,464 real-world RESTful APIs spanning 49 categories from RapidAPI Hub",https://huggingface.co/papers/2307.16789,T1,Közepes,
SQ-04-C036,SQ-04,"A ToolLLM neurális API-retrieverének célja, hogy minden utasításhoz megfelelő API-kat ajánljon, kiváltva a kézi API-választás szükségességét.","to recommend appropriate APIs for each instruction, negating the need for manual API selection.",https://huggingface.co/papers/2307.16789,T1,Közepes,
SQ-04-C037,SQ-04,"A Model Context Protocol hivatalos kliens-ajánlása egy Catalog-Inspect-Execute háromréteg mintát ír le: az első réteg egy kis meta-eszköz-készlet, amely természetes nyelvi lekérdezéssel keres a képességek között.",Layer 1: Catalog. The host exposes a small set of meta-tools for searching available capabilities. A `search_tools` tool accepts a natural-language query and returns matching tool names with brief descriptions.,https://modelcontextprotocol.io/docs/2026-07-28/develop/clients/client-best-practices,T1,Közepes,
SQ-04-C038,SQ-04,A háromréteg minta második rétegében a modell csak a kiválasztott jelölt eszköz teljes definícióját tölti be.,"Layer 2: Inspect. Once the model identifies a candidate, it fetches the full definition (input schema, output schema, documentation) for that tool only.",https://modelcontextprotocol.io/docs/2026-07-28/develop/clients/client-best-practices,T1,Közepes,
SQ-04-C039,SQ-04,A háromréteg minta harmadik rétegében a modell a szükséges definíciók ismeretében hívja meg az eszközt.,"Layer 3: Execute. The model calls the tool with full knowledge of its interface, having loaded only the definitions it needed.",https://modelcontextprotocol.io/docs/2026-07-28/develop/clients/client-best-practices,T1,Közepes,
SQ-04-C040,SQ-04,"Az MCP specifikáció négy eszközfelfedezési stratégiát nevez meg: kulcsszó-alapú, beágyazás-alapú, szubagent-alapú és hibrid.","Keyword-based: Keyword matching (BM25, regex). Embedding-based: Vector-similarity retrieval over tool descriptions. Subagent-based: A secondary model, often a small and fast model such as Claude Haiku or Gemini Flash, selects tools for the task. Hybrid: Combine approaches.",https://modelcontextprotocol.io/docs/2026-07-28/develop/clients/client-best-practices,T1,Közepes,
SQ-04-C041,SQ-04,"Az MCP hivatalos ajánlása szerint a host induláskor nem köteles minden konfigurált szerverhez csatlakozni, hanem regisztert vezethet a szerverekről, és csak igény szerint kapcsolódik/bontja a kapcsolatot.","Rather than connecting to every configured server at startup, a host can: 1. Maintain a registry of available servers and their high-level descriptions. 2. Connect to a server only when the model determines it needs that server's capabilities. 3. Disconnect servers that are no longer relevant...",https://modelcontextprotocol.io/docs/2026-07-28/develop/clients/client-best-practices,T1,Közepes,
SQ-04-C042,SQ-04,"Az MCP hivatalos ajánlása szerint az eszközöket szerverenként csoportosítva érdemes megjeleníteni, hogy a modell az összefüggő képességekről együtt tudjon gondolkodni.",Group tools by server: Present tools organized by their source server so the model can reason about related capabilities.,https://modelcontextprotocol.io/docs/2026-07-28/develop/clients/client-best-practices,T1,Közepes,
SQ-04-C043,SQ-04,"Az MCP hivatalos ajánlása szerint a klienseknek küszöböt kell bevezetniük a kontextusablak százalékában (például 1-5%) arra, hogy mikor váltsanak progresszív felfedezésre.","Progressive discovery is best used when tool definitions take large parts of the context window... We recommend that clients implement thresholds to determine when to switch: Implement a threshold as a percentage of the context window. For example, 1%-5%.",https://modelcontextprotocol.io/docs/2026-07-28/develop/clients/client-best-practices,T1,Közepes,"A legközelebbi hivatalos megfelelője a terv 'darabszám × hossz szorzat' felismerésének: ez egy összesített kontextusablak-arányos küszöb, ami implicit módon a szorzattal ekvivalens."
SQ-04-C044,SQ-04,"OpenAI hivatalosan azt ajánlja, hogy namespace-enként 10-nél kevesebb függvényt tartsunk a jobb token-hatékonyság és modellteljesítmény érdekében.",aim to keep each namespace to fewer than 10 functions for better token efficiency and model performance,https://developers.openai.com/api/docs/guides/tools-tool-search,T1,Közepes,
SQ-04-C045,SQ-04,"OpenAI szerint ahol lehet, érdemes namespace-eket vagy MCP-szervereket használni, mert ott jellemzően nagyobb a token-megtakarítás.",use namespaces or MCP servers when possible... token savings are usually more material there,https://developers.openai.com/api/docs/guides/tools-tool-search,T1,Közepes,
SQ-04-C046,SQ-04,"Egy független mérnöki blog szerint a meta-tool minta alkalmazásával a modell 33 regisztrált eszköz helyett ténylegesen csak 2 eszközt lát, a 33 eszköz ~8250 tokenje helyett ~600+150/eszköz tokenért.","Everything else is internal. The model never sees 33 tool registrations, just 2."" ... ""Loading 33 tools at ~250 tokens each costs ~8,250 tokens. The meta-tool pattern: two tool schemas (~600 tokens) plus only the specific schemas you request (~150 tokens per tool).",https://blog.synapticlabs.ai/bounded-context-packs-meta-tool-pattern,T3,Alacsony,"Független, nem ellenőrizhető blog saját számítása; a blog egy másik állítása (Anthropic 98.7%-os csökkenés) NEM igazolható, ld. hianyok.md és ellentmondasok.md."
SQ-04-C047,SQ-04,"Egy gyakorlói (fórum) beszámoló szerint Claude-dal 60-80 eszköz jól működik érzékelhető késleltetés-romlás nélkül, 100 fölött viszont mindenképp érdemes szétbontani a szervert.","With Claude, I have found 60-80 tools works fine without noticeable latency degradation. Beyond 100, you should definitely split.",https://github.com/modelcontextprotocol/modelcontextprotocol/discussions/2036,T3,Alacsony,"Fórum-beszélgetés a hivatalos MCP GitHub-szervezet alatt is T3, a feladat szabálya szerint (hivatalos domain nem old fel fórum-jelleget)."
SQ-04-C048,SQ-04,"A LangGraph BigTool könyvtár leírásának szerzője maga jelzi, hogy nem tud hitelt érdemlően nyilatkozni a nagy léptékű implementációk teljesítményéről.",although I cannot comment with authority on LangChain's performance when it comes to large scale implementations,https://cobusgreyling.substack.com/p/bigtool-from-langchain,T3,Alacsony,A forrás maga jelzi: nincs publikált skálázási/pontossági benchmarkja.
SQ-05-C001,SQ-05,"A Lost in the Middle tanulmányban a GPT-3.5-Turbo többdokumentumos QA-pontossága több mint 20%-kal romolhat; legrosszabb esetben (20-30 dokumentumnál) rosszabbul teljesít, mint dokumentumok nélkül (56,1%-os zárt könyves alapszint).","GPT-3.5-Turbo's multi-document QA performance can drop by more than 20%—at its nadir, performance in 20- and 30-document settings is lower than performance without *any* input documents (i.e., closed-book performance; 56.1%).",https://arxiv.org/html/2307.03172v1,T1,Magas,"A pozíció-érzékeny teljesítményromlás (»lost in the middle«) jelenségét két további független, peer-reviewed T1 forrás is megerősíti eltérő módszertannal: NoLiMa (SQ-05-C007, ICML 2025) és RULER (SQ-05-C013, T1)."
SQ-05-C002,SQ-05,"A kulcs-érték visszakeresési feladatban a modellek teljesítménye U-alakú: legjobb, ha a releváns információ a kontextus elején vagy végén van, és gyorsan romlik, ha a közepéről kell visszakeresni — bár néhány modell (pl. claude-1.3) ezen a szintetikus feladaton szinte hibátlan volt.","Although some models are largely perfect on this synthetic task (e.g., claude-1.3 and claude-1.3), we see again that performance is often highest when relevant information is occurs at the very start or very end of the context, and rapidly degrades when models must retrieve from the middle of the input context.",https://arxiv.org/html/2307.03172v1,T1,Közepes,A szó szerinti/lexikai egyezésen alapuló szintetikus feladatokon a hatás gyengébb — ez fontos árnyalat a NoLiMa vs. RULER módszertani különbséghez (ld. ellentmondasok.md).
SQ-05-C003,SQ-05,"A Chroma Context Rot vizsgálat módszertanilag rögzítette a feladat nehézségét, és csak a bemeneti hosszt variálta — ennek ellenére a modellteljesítmény jelentősen változott még egyszerű feladatokon is.","model performance varies significantly as input length changes, even on simple tasks",https://www.trychroma.com/research/context-rot,T2,Alacsony,"Chroma vektoradatbázis-cég, kereskedelmi érdeke fűződik a 'hosszú kontextus rossz, RAG kell' narratívához; nem peer-reviewed."
SQ-05-C004,SQ-05,A Context Rot vizsgálat szerint már egyetlen disztraktor is rontja a teljesítményt a tiszta alapszinthez (csak a keresett elem) képest.,"Even a single distractor reduces performance relative to the baseline (needle only),",https://www.trychroma.com/research/context-rot,T2,Alacsony,"A pontos %-os táblázat csak grafikonon szerepel a riportban, szövegesen nem volt kinyerhető — ld. hianyok.md."
SQ-05-C005,SQ-05,"A Context Rot vizsgálat szerint a teljesítmény gyorsabban romlik a bemeneti hosszal, ha a keresett elem és a kérdés közötti szemantikai hasonlóság alacsonyabb.",performance degrades more quickly in input length with lower similarity needle-question pairs,https://www.trychroma.com/research/context-rot,T2,Alacsony,
SQ-05-C006,SQ-05,"A LongMemEval valós konverzációs QA-teszten minden vizsgált modell szignifikánsan jobban teljesített egy fókuszált (rövid) prompton, mint egy teljes (hosszú) prompton.","Across all models, we see significantly higher performance on focused prompts compared to full prompts",https://www.trychroma.com/research/context-rot,T2,Alacsony,"A fókuszált prompt kb. 300 token, a teljes kb. 113 000 token volt; a Claude-modellek mutatták a legnagyobb különbséget."
SQ-05-C007,SQ-05,"Meglepő módon a modellek rosszabbul teljesítenek, ha a kontextusban lévő 'szénakazal' szöveg logikailag koherens és összefüggő; a szöveg összekeverése és a lokális koherencia megszüntetése következetesen javítja a teljesítményt.",models perform worse when the haystack preserves a logical flow of ideas. Shuffling the haystack and removing local coherence consistently improves performance.,https://www.trychroma.com/research/context-rot,T2,Alacsony,"Feszültségben áll az Anthropic 'legyél átgondolt, szervezett' ajánlásával — ld. ellentmondasok.md."
SQ-05-C008,SQ-05,"Egy triviális szóismétlési feladaton (ahol a modellnek szó szerint vissza kell adnia egy szósorozatot) is romlik a teljesítmény pusztán a kontextushossz növekedésével, minden vizsgált modellnél.","As context length increases, performance consistently degrades across all models",https://www.trychroma.com/research/context-rot,T2,Alacsony,
SQ-05-C009,SQ-05,A NoLiMa benchmarkon 32K tokennél 11 modell esik a rövid kontextusú alapszintjük 50%-a alá.,"At 32K, for instance, 11 models drop below 50% of their strong short-length baselines.",https://arxiv.org/abs/2502.05167,T1,Közepes,Peer-reviewed: ICML 2025 poster.
SQ-05-C010,SQ-05,"A NoLiMa benchmarkon a GPT-4o — az egyik legjobban teljesítő kivétel — közel tökéletes (99,3%) alapszintjéről 69,7%-ra esik vissza 32K tokennél.","Even GPT-4o, one of the top-performing exceptions, experiences a reduction from an almost-perfect baseline of 99.3% to 69.7%.",https://arxiv.org/pdf/2502.05167,T1,Közepes,Két független fetch (abs+html+pdf) egyező eredménnyel.
SQ-05-C011,SQ-05,"A NoLiMa GPT-o1 reasoning modellnél a pontosság 99,9%-ról 31,1%-ra, a Llama 3.3 70B-nél 98,3%-ról 8,9%-ra esik 32K tokennél a NoLiMa-Hard alkészleten.",,https://arxiv.org/pdf/2502.05167,T1,Közepes,"Táblázatból származó számadat; nincs önálló, szó szerint idézhető angol mondat rá a findings-anyagban."
SQ-05-C012,SQ-05,NoLiMa disztraktorok jelenlétében a GPT-4o 'effektív kontextushossza' 32K-ról mindössze 1K tokenre zuhan.,Such distractors have a substantial impact on degrading length generalization. GPT-4o now demonstrates an effective length of just 1K.,https://arxiv.org/pdf/2502.05167,T1,Közepes,
SQ-05-C013,SQ-05,"A GSM-IC adathalmazon code-davinci-002 macro-pontossága (minden disztraktor-típusra konzisztensen helyes válasz) drasztikusan összeomlik irreleváns, de témába vágó mondatok hozzáadásakor: COT 95,0%→6,0%, PROGRAM 83,0%→5,0%, 0-COT 44,0%→1,0%; legfeljebb 18%-uk oldható meg konzisztensen minden disztraktor-típusra.",no more than 18% of them can be consistently solved for all types of irrelevant information,https://arxiv.org/pdf/2302.00093,T1,Közepes,Peer-reviewed: ICML 2023.
SQ-05-C014,SQ-05,"Chen et al. GPT-3.5 Turbo / POPQA tesztjén a hibaarány 5,5%-ról (irreleváns, nem hasonló disztraktor) 22,5%-ra nő (szemantikailag erősen hasonló disztraktor mellett), mert a modellek hajlamosabbak félrevezetődni a szemantikailag rokon, de irreleváns információtól.",LLMs are more prone to being misled by information that is highly semantically related but irrelevant to the question.,https://arxiv.org/html/2404.03302v2,T1,Közepes,"Peer-reviewed: COLM 2024. A hatás más modelleken is jelentkezik (Gemini Pro, Llama2-7B)."
SQ-05-C015,SQ-05,"A RULER benchmarkon a disztraktorok számának növelése folyamatosan csökkenti a teljesítményt (a Yi modell ~40 pontot esik 256K-nál egy változó-követési feladatban), mert a modellek nem tudják hatékonyan figyelmen kívül hagyni a nehéz disztraktorokat hosszú bemeneten.","increasing the number of distractors steadily lowers performance, with Yi dropping by ~40 points at 256K ... fail to effectively ignore hard distractors given long input context.",https://arxiv.org/html/2404.06654v1,T1,Közepes,
SQ-05-C016,SQ-05,"A RULER szerint a GPT-4 pontossága 96,6%-ról (4K token) 81,2%-ra (128K token) esik — ez a legkisebb, de még mindig nem elhanyagolható (15,4 pontos) romlás a tesztelt modellek között.",the least but non-marginal degradation (15.4),https://arxiv.org/html/2404.06654v1,T1,Közepes,"RULER 'könnyű', lexikai egyezésen alapuló feladatokat is tartalmaz, ezért optimistább képet ad, mint a NoLiMa — ld. ellentmondasok.md."
SQ-05-C017,SQ-05,"A Same Task, More Tokens tanulmányban öt modell (GPT-4, GPT-3.5, Gemini-Pro, Mistral 70B, Mixtral 8x7B) összesített átlagpontossága 0,92-ről 0,68-ra esik, ahogy a bemenetet kb. 3000 tokenre töltik fel irreleváns szöveggel — miközben maga a feladat nem változik.",a notable degradation in LLMs' reasoning performance at much shorter input lengths than their technical maximum,https://arxiv.org/html/2402.14848v1,T1,Közepes,Peer-reviewed: ACL 2024. Ez a legfontosabb közvetett bizonyíték a mi kérdésünkhöz méret-nagyságrend szempontjából.
SQ-05-C018,SQ-05,"A romlás már nagyon rövid, 500 tokenen túli hosszaknál jelentkezik, nem csak a 'hosszú kontextus' (32K+) tartományban.",as length increase beyond 500 tokens,https://arxiv.org/html/2402.14848v1,T1,Közepes,
SQ-05-C019,SQ-05,"A LongIns benchmark szerint a papíron 128k kontextust kezelő, csúcsteljesítményű GPT-4 már egy jóval szűkebb, 16k-s kiértékelési kontextusablakon is gyengén teljesít.",The top-performing GPT-4 with 128k context length performs poorly on the evaluation context window of 16k in our LongIns.,https://arxiv.org/abs/2406.17588,T1,Közepes,"Csak ez a két minőségi mondat volt kinyerhető, a részletes táblázat nem — ld. hianyok.md."
SQ-05-C020,SQ-05,"Az Instruction Stacking Collapse tanulmány szerint az instrukció-követés nem lineárisan romlik: a betartási arány kb. 96%-ról akár 20%-ig esik, egy strukturált és reprodukálható, páronkénti konfliktus-halmaz miatt.","Instruction-following degrades non-linearly: the follow rate falls from ~96% to as low as 20%, driven by a structured and reproducible set of pairwise conflicts.",https://arxiv.org/html/2608.02639,T1,Alacsony,"Preprint, NEM peer-reviewed (2026.07.31) — a forrásanyag maga jelzi az emiatt alacsonyabb megbízhatóságot."
SQ-05-C021,SQ-05,Az Instruction Stacking Collapse szerint például egyetlen 'output JSON' formátum-megkötés együttesen kilenc másik instrukcióval kielégíthetetlen.,"A single 'output JSON' constraint, for example, is jointly unsatisfiable with nine others.",https://arxiv.org/html/2608.02639,T1,Alacsony,"Preprint, nem peer-reviewed."
SQ-05-C022,SQ-05,"Egy instrukció-kompilátor (a sok külön instrukció egyetlen koherens blokká vonása) haszna képesség-függő: gyenge modelleknél akár +11 pontos betartási-arány javulást hoz, erős modelleknél gyakorlatilag nincs hatása.","Its benefit is capability-graded. It recovers up to +11 points of follow rate for weaker models, ... while leaving stronger models, ... essentially unchanged.",https://arxiv.org/html/2608.02639,T1,Alacsony,"Preprint, nem peer-reviewed; a kompilátor a tartalmat feltehetően tömöríti is, nem tiszta azonos-token-számú kísérlet."
SQ-05-C023,SQ-05,"A Phase Transitions in Compositional Constraint Satisfaction szerint 8 egyidejű megkötésnél az egyenkénti (marginális) teljesítési ráta még ~41%, de mind a nyolc EGYSZERRE való teljesítésének valószínűsége mindössze 5,7%.",a model passing individual constraints at ∼41% at k=8 succeeds on all eight just 5.7% of the time.,https://arxiv.org/html/2608.12426,T1,Alacsony,"Preprint, nem peer-reviewed (2026.08.12, egyszerzős)."
SQ-05-C024,SQ-05,"A Phase Transitions tanulmány szerint a teljesítmény megbízhatatlanná válik 5-6 egyidejű megkötés fölött, és a legerősebb modell is 50% alá esik hét megkötésnél.","Performance becomes unreliable beyond 5-6 simultaneous constraints, with the strongest model dropping below 50% success at seven constraints.",https://arxiv.org/html/2608.12426,T1,Alacsony,"Preprint, nem peer-reviewed."
SQ-05-C025,SQ-05,"A Phase Transitions tanulmányban egyetlen (k=1) megkötés mellett az összesített szigorú teljesítési arány (sCSR) 70,7%.",,https://arxiv.org/html/2608.12426,T1,Alacsony,"Számadat a cikkből, nincs önálló angol mondat idézet rá; preprint, nem peer-reviewed."
SQ-05-C026,SQ-05,"Egymástól független, két friss (2026) preprint (Phase Transitions és Instruction Stacking Collapse) is azt találja, hogy egy prompton belül halmozott, egyidejű instrukciók együttes betartási aránya NEM lineárisan omlik össze a darabszám növekedésével.",a model passing individual constraints at ∼41% at k=8 succeeds on all eight just 5.7% of the time.,https://arxiv.org/html/2608.12426,T1,Alacsony,"Bár két független elsődleges (T1) forrás mondja ugyanezt (ld. SQ-05-C020), egyik sem esett át peer review-n — a forrásanyag ezt explicit módon alacsonyabb megbízhatóságú jelként kezeli, ezért nem Magas, hanem Alacsony a besorolás."
SQ-05-C027,SQ-05,"A többfordulós beszélgetést vizsgáló tanulmány szerint minden tesztelt nyílt és zárt súlyú LLM szignifikánsan gyengébben teljesít többfordulós beszélgetésben, mint egyfordulósban — átlagosan 39%-os visszaeséssel hat generálási feladaton, 200 000+ szimulált beszélgetés elemzése alapján.","all the top open- and closed-weight LLMs we test exhibit significantly lower performance in multi-turn conversations than single-turn, with an average drop of 39% across six generation tasks.",https://arxiv.org/abs/2505.06120,T1,Közepes,"Analógia, nem közvetlen mérés az SQ-05 kérdésre (elosztott, több körben adott kontextusról szól, nem egyetlen nagy instrukció-blokkról)."
SQ-05-C028,SQ-05,"Amikor egy LLM 'rossz fordulót vesz' egy beszélgetésben, elveszik, és nem áll helyre.","when LLMs take a wrong turn in a conversation, they get lost and do not recover.",https://arxiv.org/abs/2505.06120,T1,Közepes,
