id,subquestion,claim,quote,source_url,tier,confidence,note
77,SQ-04,"A tus resumable upload protokoll szerint egy HEAD kéréssel lekérdezhető az offset, ahonnan a feltöltést folytatni kell.",A HEAD request is used to determine the offset at which the upload should be continued.,https://tus.io/protocols/resumable-upload,T1,Közepes,Hivatalos protokoll-specifikáció.
78,SQ-04,"Az AWS S3 multipart upload esetén csak a megszakadt részeket kell újraküldeni, nem kell a teljes objektumot elölről feltölteni.","When using multipart upload, you only need to retry uploading the parts that are interrupted during the upload. You don't need to restart uploading your object from the beginning.",https://docs.aws.amazon.com/AmazonS3/latest/userguide/mpuoverview.html,T1,Közepes,Hivatalos AWS dokumentáció.
79,SQ-04,"A restic biztonsági mentő eszköz periodikusan index-fájlokat ír, hogy nyilvántartsa, mi lett már feltöltve, elkerülve az újra-feltöltést.","When backing up, restic periodically writes index files to keep a record of the uploaded data. [...] Next time restic runs, it is then able to find the uploaded data through these indexes, and thereby reference it again without having to upload it a second time.",https://restic.readthedocs.io/en/stable/faq.html,T1,Közepes,Hivatalos projekt-dokumentáció (GYIK).
80,SQ-04,"A SQLite FTS5 automerge paraméterének alapértelmezett értéke 4, maximuma 16.",The maximum allowed value for the 'automerge' parameter is 16. The default value is 4.,https://www.sqlite.org/fts5.html,T1,Közepes,Hivatalos SQLite dokumentáció.
81,SQ-04,"Az Elasticsearch hivatalosan ajánlja a refresh_interval -1-re állítását tömeges betöltés idejére, hogy elkerülje a felesleges frissítéseket.",set the refresh interval to -1. This prevents Elasticsearch from performing any refreshes during the bulk indexing process.,https://www.elastic.co/docs/deploy-manage/production-guidance/optimize-performance/indexing-speed,T1,Közepes,Hivatalos Elasticsearch teljesítmény-útmutató.
82,SQ-04,A GitHub forrás-import API-ja fázis-állapotgépet (detecting/importing/mapping/pushing/complete) és számszerű (0-100) haladási százalékot ad vissza.,,https://docs.github.com/en/rest/migrations/source-imports?apiVersion=2022-11-28,T1,Közepes,"Hivatalos GitHub REST API dokumentáció; a status-értékek és a percent/push_percent mezők a doksiban dokumentáltak, nincs egyetlen tömör idézhető mondat kiemelve."
83,SQ-04,"A Command Line Interface Guidelines szerint egy hosszú futású programnak 100 ms-on belül ki kell írnia valamit, különben töröttnek tűnik.","Print something to the user in <100ms. If you're making a network request, print something before you do it so it doesn't hang and look broken.",https://clig.dev/,T2,Alacsony,"Közösségi irányelv-gyűjtemény, nem hivatalos szabvány."
84,SQ-04,"A GitHub 50 MiB feletti fájlnál figyelmeztet, 100 MiB felett pedig teljesen tiltja a push-t.","If you attempt to add or update a file that is larger than 50 MiB, you will receive a warning from Git.",https://docs.github.com/en/repositories/working-with-files/managing-large-files/about-large-files-on-github,T1,Közepes,Hivatalos GitHub Docs; a 100 MiB tiltás külön idézet ugyanerről az oldalról: 'GitHub blocks files larger than 100 MiB.'
85,SQ-04,"A PyPI alapértelmezetten 100 MB-ra korlátozza az egyedi fájlok méretét, és 10 GB-ra a projekt összes fájljának méretét.","By default, PyPI limits the size of individual files to 100.0 MB. [...] By default, PyPI limits the total size of all files in a project to 10.0 GB.",https://docs.pypi.org/project-management/storage-limits/,T1,Közepes,Hivatalos PyPI dokumentáció.
86,SQ-04,"A PyPI-n egy kiadás visszavonása (yank) nem szabadít fel tárhelyet, csak a tényleges törlés.",Yanking a release or file does not free up storage space,https://docs.pypi.org/project-management/storage-limits/,T1,Közepes,Hivatalos PyPI dokumentáció.
87,SQ-04,Az AWS S3 multipart uploadnál a rész-szám 1 és 10 000 között választható.,"You can choose any part number between 1 and 10,000.",https://docs.aws.amazon.com/AmazonS3/latest/userguide/mpuoverview.html,T1,Közepes,Hivatalos AWS dokumentáció.
88,SQ-04,"Nincs hivatalosan dokumentált, számszerű npm csomagméret-korlát a docs.npmjs.com oldalon.",,https://docs.npmjs.com,T1,Alacsony,Absence of evidence: több célzott keresés sem talált ilyen oldalt; a kutatás nem használt fel kitalált számot.
89,SQ-04,"A SQLite FTS5 hivatalos dokumentációja nem tartalmaz explicit, névvel ellátott 'bulk loading' ajánlási szakaszt (pl. automerge=0 importkor).",,https://www.sqlite.org/fts5.html,T1,Alacsony,"Negatív megállapítás: a mechanizmus (automerge/merge/optimize) dokumentált, de a 'így tölts be nagy mennyiségű adatot' ajánlás explicit formában nem szerepel."
