azonosito,alkerdes,allitas_magyarul,idezet_eredeti,forras_url,tier,megbizhatosag
A19,SQ-01,"Az Obsidian tulajdonságokban szándékosan nem engedélyezett a markdown formázás, mert a tulajdonságok kis, atomi, ember és gép által is olvasható adatdarabok tárolására valók.","Markdown in properties: This is an intentional limitation as properties are meant for small, atomic bits of information that are both human and machine readable.",https://raw.githubusercontent.com/obsidianmd/obsidian-help/master/en/Editing%20and%20formatting/Properties.md,T1,Magas
A20,SQ-02,"Lektorált (EMNLP 2024) mérés szerint a propozíció-szintű indexelés átlagosan +10.1 ponttal jobb Recall@20 értéket ad, mint a bekezdés-szintű indexelés, nem felügyelt (unsupervised) sűrű visszakeresőknél; felügyelt (supervised) modelleknél +2.2 pont a javulás.",The average improvement over passage-based retrieval of Recall@20 is +10.1 on unsupervised dense retrievers and +2.2 on supervised retrievers.,https://arxiv.org/html/2312.06648v2,T2,"Magas (lektorált, EMNLP 2024 main conference)"
A21,SQ-02,"A mérés feltétele: 5 nyílt-domain QA adathalmaz, 6 dual-encoder sűrű visszakereső modell, angol Wikipedia szegmentálva bekezdésre, mondatra és propozícióra (FactoidWiki).","we conduct experiments on five different open-domain QA datasets and empirically compare the performance of six dual-encoder retrievers when Wikipedia is indexed by passage, sentence, and our proposed proposition.",https://arxiv.org/html/2312.06648v2,T2,"Magas (lektorált, EMNLP 2024 main conference)"
A22,SQ-02,"A propozíciót a szerzők úgy definiálják, mint a szövegen belüli atomi kifejezést, amely egyetlen tényt (factoid) kódol tömör, önmagában értelmezhető formában.","Propositions are defined as atomic expressions within text, each encapsulating a distinct factoid and presented in a concise, self-contained natural language format.",https://arxiv.org/abs/2312.06648,T2,"Magas (lektorált, EMNLP 2024 main conference)"
A23,SQ-02,A Dense X Retrieval cikket az ACL Anthology hivatalosan az EMNLP 2024 fő konferencia lektorált anyagaként tartja nyilván (2024.emnlp-main.845).,Dense X Retrieval: What Retrieval Granularity Should We Use? - ACL Anthology,https://aclanthology.org/2024.emnlp-main.845/,T1,Magas
A24,SQ-03,"Az Obsidian alapértelmezett (beépített) frontmatter mezői mindössze hárman vannak: tags, aliases, cssclasses.",Obsidian comes with a set of default properties: | tags | List | ... | aliases | List | ... | cssclasses | List | ...,https://raw.githubusercontent.com/obsidianmd/obsidian-help/master/en/Editing%20and%20formatting/Properties.md,T1,Magas
A25,SQ-03,"A Jekyll hivatalos front-matter dokumentációja csak háromfajta 'predefined' (elődefiniált) globális változót sorol fel oldal-szinten (layout, permalink, published) és hármat poszt-szinten (date, category/categories, tags) -- a 'title' nem szerepel egyikben sem hivatalosan elődefiniáltként, bár a dokumentum saját bevezető példája használja.",There are a number of predefined global variables that you can set in the front matter of a page or post.,https://raw.githubusercontent.com/jekyll/jekyll/master/docs/_docs/front-matter.md,T1,Közepes
A26,SQ-03,"A Hugo hivatalos dokumentációja szerint a leggyakoribb frontmatter mezők a date, draft, title és weight.","The most common front matter fields are `date`, `draft`, `title`, and `weight`, but you can specify metadata using any of fields below.",https://raw.githubusercontent.com/gohugoio/hugoDocs/master/content/en/content-management/front-matter.md,T1,Magas
A27,SQ-03,"Konkrét, számszerű ajánlást arra, hogy hány mező számít 'soknak' egy frontmatterben, egyik vizsgált hivatalos forrásban sem találtunk; csak minőségi ajánlás van (ne legyen felesleges komplexitás / a mezők maradjanak kicsi, atomi egységek).","However, avoid non-standard practices like mixing data types or adding unnecessary complexity",https://www.ssw.com.au/rules/best-practices-for-frontmatter-in-markdown,T3,"Alacsony (nem hivatalos stíluskalauz, nincs szám)"
A28,SQ-04,"A YAML 1.1 specifikáció szövege maga is megemlíti, hogy egy logikai (boolean) 'true' érték 'yes'-ként is írható -- vagyis a többalakú boolean-reprezentáció szándékos tervezési döntés volt már az 1.1-es specifikációban.","YAML allows scalar content to be presented in several formats . For example, the boolean ""true"" might also be written as ""yes"".",https://yaml.org/spec/1.1/,T1,Magas
A29,SQ-04,A YAML 1.1 Type Repository (yaml.org/type/bool.html) pontos regexet ad a !!bool típusra: y|Y|yes|Yes|YES|n|N|no|No|NO|true|True|TRUE|false|False|FALSE|on|On|ON|off|Off|OFF -- ez a regex maga okozza a 'Norway-problémát' (a 'NO' országkód logikai hamisra oldódik).,Regexp: y|Y|yes|Yes|YES|n|N|no|No|NO |true|True|TRUE|false|False|FALSE |on|On|ON|off|Off|OFF,https://yaml.org/type/bool.html,T1,Magas
A30,SQ-04,A YAML 1.2.2 specifikáció Core Schema-ja (az ajánlott alapértelmezett séma) kifejezetten leszűkíti a logikai típus feloldását 'true | True | TRUE | false | False | FALSE' formákra -- a 'yes/no/on/off/y/n' alakok NEM szerepelnek ebben a táblázatban.,"true | True | TRUE | false | False | FALSE tag:yaml.org,2002:bool",https://yaml.org/spec/1.2.2/,T1,Magas
A31,SQ-04,"A YAML 1.2.2 spec kimondja, hogy a Core Schema a JSON séma emberbarát kiterjesztése, és ez az ajánlott alapértelmezett séma minden YAML feldolgozó számára, hacsak másképp nem utasítják.","The Core schema is an extension of the JSON schema , allowing for more human-readable presentation of the same types. This is the recommended default schema that YAML processor should use unless instructed otherwise.",https://yaml.org/spec/1.2.2/,T1,Magas
A32,SQ-04,"Maga a YAML spec szövege (sem 1.1, sem 1.2.2) nem használja a 'Norway problem' kifejezést -- ez közösségi/blog eredetű elnevezés, nem a specifikáció saját terminológiája.","(a 'Norway' szó egyszer sem fordul elő sem a yaml.org/spec/1.1/, sem a yaml.org/spec/1.2.2/ dokumentum szövegében -- ellenőrzött hiány, nem idézet)",https://yaml.org/spec/1.2.2/,T1,Magas
A33,SQ-04,"A 'Norway problem' kifejezés dokumentált, dátumozott népszerűsítése egy 2022. január 11-i blogbejegyzéshez köthető, amely egy 2022. január 10-i Twitter-bejegyzésre (Haroen Viaene) hivatkozik mint kiváltó okra; a kifejezés pontos eredete ennél korábbra nem volt visszakövethető ebben a kutatásban.","The reason to why this is problematic in some cases, is ""The Norway Problem"" YAML has: when you abbreviate Norway to its ISO 3166-1 ALPHA-2 form NO , YAML will return false when parsing it",https://www.bram.us/2022/01/11/yaml-the-norway-problem/,T3,"Közepes (dátum és forrás ellenőrizve, de csak a népszerűsítés pillanata, nem az eredet)"
A34,SQ-04,"A PyYAML hivatalos leírása szerint 'teljes YAML 1.1 elemzőt' (complete YAML 1.1 parser) valósít meg -- vagyis a jelenlegi (2024+ állapotú) PyYAML hivatalosan az 1.1-es, nem az 1.2-es specifikációt követi.","PyYAML features a complete YAML 1.1 parser, Unicode support, pickle support, capable extension API, and sensible error messages.",https://pypi.org/pypi/PyYAML/json,T1,Magas
A35,SQ-04,"A PyYAML forráskódjában (resolver.py, main ág) a boolean implicit feloldó regex ma is tartalmazza a yes/no/on/off alakokat, tehát a Norway-hiba PyYAML alatt továbbra is előfordulhat.","Resolver.add_implicit_resolver( 'tag:yaml.org,2002:bool', re.compile(r'''^(?:yes|Yes|YES|no|No|NO |true|True|TRUE|false|False|FALSE |on|On|ON|off|Off|OFF)$''', re.X), list('yYnNtTfFoO'))",https://raw.githubusercontent.com/yaml/pyyaml/main/lib/yaml/resolver.py,T1,Magas
A36,SQ-04,A SnakeYAML hivatalos README-je szerint a SnakeYAML 'YAML 1.1 feldolgozó' a Java virtuális géphez -- az 1.2-es támogatáshoz külön projektet (SnakeYAML Engine) kell használni.,SnakeYAML is a YAML 1.1 processor for the Java Virtual Machine version 8+.,https://raw.githubusercontent.com/snakeyaml/snakeyaml/master/README.md,T1,Magas
A37,SQ-04,"A SnakeYAML forráskódjában (Resolver.java) a BOOL minta ma is tartalmazza a yes/no/on/off alakokat -- tehát a Norway-hiba SnakeYAML alatt (Java ökoszisztéma, pl. sok Kubernetes-kliens) is fennáll.","public static final Pattern BOOL = Pattern .compile(""^(?:yes|Yes|YES|no|No|NO|true|True|TRUE|false|False|FALSE|on|On|ON|off|Off|OFF)$"");",https://raw.githubusercontent.com/snakeyaml/snakeyaml/master/src/main/java/org/yaml/snakeyaml/resolver/Resolver.java,T1,Magas
A38,SQ-04,"A js-yaml (JavaScript) v4 alapértelmezett/Core sémájának forráskódja szerint a logikai típus feloldása kizárólag 'true/True/TRUE' és 'false/False/FALSE' alakokra korlátozódik -- a yes/no/on/off alakok NINCSENEK benne, tehát a Norway-hiba js-yaml v4 alapértelmezés mellett nem jelentkezik.",return (max === 4 && (data === 'true' || data === 'True' || data === 'TRUE')) || (max === 5 && (data === 'false' || data === 'False' || data === 'FALSE')),https://unpkg.com/js-yaml@4.3.2/lib/type/bool.js,T1,Magas
A39,SQ-04,"A js-yaml README szerint a könyvtár 'YAML 1.2 elemző és szerializáló JavaScripthez', és mind az 1.2, mind az 1.1 specifikációt támogatja (választható séma).",YAML 1.2 parser and serializer for JavaScript. - Supports the YAML 1.2 and YAML 1.1 specifications.,https://raw.githubusercontent.com/nodeca/js-yaml/master/README.md,T1,Magas
A40,SQ-04,A ruamel.yaml hivatalos leírása szerint YAML 1.2 betöltő/kiíró csomag Pythonhoz -- explicit ellentétben a PyYAML 1.1-es viselkedésével.,`ruamel.yaml` is a YAML 1.2 loader/dumper package for Python.,https://pypi.org/pypi/ruamel.yaml/json,T1,Magas
A41,SQ-04,"A ruamel.yaml hivatalos dokumentációja kimondottan megnevezi, hogy a YAML 1.2 (amelyet alapértelmezésben követ) elhagyta az idézőjel nélküli Yes/On (igaz) és No/Off (hamis) alternatívákat -- vagyis a fejlesztők tudatosan a Norway-hiba elkerülése mellett döntöttek alapértelmezésként.","PyYAML supports the YAML 1.1 standard, ruamel.yaml supports YAML 1.2 as released in 2009. YAML 1.2 dropped support for several features unquoted Yes , No , On , Off",https://yaml.dev/doc/ruamel.yaml/pyyaml/,T1,Magas
A42,SQ-04,"A ruamel.yaml dokumentációja szerint ha a dokumentum nem jelöl explicit verziót, akkor 1.2-t feltételez, amely nem támogatja a szexagezimális számokat, a csak-nullával-kezdődő oktális jelölést, illetve az idézőjel nélküli Yes/On/No/Off alakokat -- de a felhasználó explicit visszaválthat 1.1-es viselkedésre.","If no explicit version is set version 1.2 is assumed (which has been released in 2009). The 1.2 version does not support: sexagesimals like 12:34:56 octals that start with 0 only... Unquoted Yes and On as alternatives for True , resp. No and Off for False . If you cannot change your YAML files and you need them to load as 1.1 you can load with yaml.version = (1, 1)",https://yaml.dev/doc/ruamel.yaml/detail/,T1,Magas
A43,SQ-04,"Gyakorlati bizonyíték arra, hogy a YAML implicit típuskonverziója idézőjel nélküli verziószámoknál (pl. '9.3') lebegőpontos számmá alakítja a stringet ruamel.yaml alatt, ami típushibát okoz -- ez a szám/dátum-szerű string probléma konkrét, reprodukálható esete.",">>> from ruamel.yaml import load >>> load ( versions ) == [{ ""python"" : ""3.5.3"" , ""postgres"" : 9.3 }] # oops those *both* should have been strings",https://hitchdev.com/strictyaml/why/implicit-typing-removed/,T3,"Közepes (harmadik fél blogja, de a viselkedés technikailag reprodukálható)"
A44,SQ-04,"Egy YAML-kritikus blogbejegyzés (StrictYAML szerzője) tévesen azt állítja, hogy a Norway-hiba 'a YAML 1.2 specifikáció szerint szándékos viselkedés' -- ez ELLENTMOND a yaml.org/spec/1.2.2 Core Schema saját szövegének (lásd A30-A31), amely kifejezetten kizárja a yes/no/on/off alakokat a logikai feloldásból.","The most tragic aspect of this bug, however, is that it is intended behavior according to the YAML 1.2 specification .",https://hitchdev.com/strictyaml/why/implicit-typing-removed/,T3,"Alacsony (ellentmond az elsődleges forrásnak, lásd ellentmondasok.md)"
A45,SQ-05,"A TOML hivatalos specifikációja kimondja: a TOML célja, hogy minimális, nyilvánvaló szemantikájú konfigurációs fájlformátum legyen, és hogy egyértelműen (unambiguously) egy hash-táblára képeződjön le.",TOML aims to be a minimal configuration file format that's easy to read due to obvious semantics. TOML is designed to map unambiguously to a hash table.,https://raw.githubusercontent.com/toml-lang/toml/1.0.0/toml.md,T1,Magas
A46,SQ-05,"A TOML specifikáció szerint a logikai (boolean) értékek kizárólag a 'true' és 'false' szavak lehetnek, mindig kisbetűvel -- nincs yes/no/on/off/y/n alternatíva, tehát a Norway-probléma TOML-ban szerkezetileg kizárt.",Booleans are just the tokens you're used to. Always lowercase.,https://raw.githubusercontent.com/toml-lang/toml/1.0.0/toml.md,T1,Magas
A47,SQ-05,"A TOML specifikáció explicit, elsőrangú dátum-idő típusokat definiál (RFC 3339 offset dátum-idő, helyi dátum-idő, helyi dátum, helyi idő), amelyek egyértelműen egy adott pillanatot reprezentálnak -- explicit típusrendszer, nem implicit mintaillesztés.","To unambiguously represent a specific instant in time, you may use an RFC 3339 formatted date-time with offset.",https://raw.githubusercontent.com/toml-lang/toml/1.0.0/toml.md,T1,Magas
A48,SQ-05,"A TOML specifikáció tiltja a vezető nullákat egész számoknál (pl. '0755' nem érvényes egész, csak explicit '0o755' oktálisként) -- ez csökkenti az implicit típuskonverzióból eredő kétértelműséget a YAML-hez képest.",Leading zeros are not allowed. Integer values `-0` and `+0` are valid and identical to an unprefixed zero.,https://raw.githubusercontent.com/toml-lang/toml/1.0.0/toml.md,T1,Magas
A49,SQ-05,"A Hugo statikus oldal-generátor natívan három szerializációs formátumot fogad el a frontmatterhez -- JSON, TOML vagy YAML --, és a delimiterek alapján automatikusan felismeri, melyiket használják.","Provide front matter using a serialization format, one of JSON, TOML, or YAML. Hugo determines the front matter format by examining the delimiters that separate the front matter from the page content.",https://raw.githubusercontent.com/gohugoio/hugoDocs/master/content/en/content-management/front-matter.md,T1,Magas
A50,SQ-05,"A Hugo dokumentációja explicit megjegyzi, hogy a dátum-jellegű mezőknél (date, lastmod, expiryDate, publishDate) a TOML formátum idézőjel nélküli dátum/idő értékeket is elfogad -- vagyis a Hugo TOML dátumkezelését elég megbízhatónak tartja ahhoz, hogy idézőjel nélkül ajánlja.",Note that the TOML format also supports unquoted date/time values.,https://raw.githubusercontent.com/gohugoio/hugoDocs/master/content/en/content-management/front-matter.md,T1,Magas
A51,SQ-05,"A PyTOML szerzője (Martin Vejnár) szerint a TOML első ránézésre jónak tűnik, de összetettebb, mélyebben ágyazott konfigurációknál a szintaxisa csúnyává és nehezen olvashatóvá válik -- ellentétes/kritikus vélemény a TOML emberi olvashatóságáról komplex esetekben (nem befolyásolja az egyszerű, lapos, 4 mezős fejléc esetét).","TOML is a bad file format. It looks good at first glance , and for really really trivial things it is probably good. But once I started using it and the configuration schema became more complex, I found the syntax ugly and hard to read.",https://hitchdev.com/strictyaml/why-not/toml/,T3,"Alacsony (egyetlen fejlesztő véleménye, versengő projekt kontextusában idézve)"
A52,SQ-06,"A ruamel.yaml alapértelmezett módja a round-trip (YAML(typ='rt')) -- ez a csomag fő motivációja, hogy a kommentek megmaradjanak be- és visszaíráskor.",The major motivation for this fork is the round-trip capability for comments.,https://yaml.dev/doc/ruamel.yaml/detail/,T1,Magas
A53,SQ-06,"A ruamel.yaml dokumentációja szerint a round-trip képesség kommentek megőrzésével teszi a YAML-t jó választássá olyan konfigurációs fájlokhoz, amelyeket emberek is szerkesztenek, programok is feldolgoznak.","By extending the Python YAML parser to support round trip preservation of comments, it makes YAML a very good choice for configuration files that are human readable and editable while at the same time interpretable and modifiable by a program.",https://yaml.dev/doc/ruamel.yaml/detail/,T1,Magas
A54,SQ-06,"A ruamel.yaml dokumentációja explicit megnevezi, mit NEM őriz meg a round-trip: a blokk-szekvencia elemek egyedi behúzása nincs megőrizve (csak globálisan beállítható), és a többsoros stringek tördelési/vágási stílusa elvész, ha a szöveget újra hozzárendelik.","Although ruamel.yaml doesn't preserve individual indentations of block sequence items, it does dump... Basic support for multiline strings with preserved newlines and chomping ('|', '|+', '|-'). As this subclasses the string type the information is lost on reassignment.",https://yaml.dev/doc/ruamel.yaml/detail/,T1,Magas
A55,SQ-06,"A ruamel.yaml a C-alapú (libyaml-eredetű) gyors betöltőt kifejezetten kizárja a round-trip szerkesztésből, mert az nem generál CommentToken-eket.","That library doesn't generate CommentTokens, so it cannot be used to do round trip editing on comments.",https://yaml.dev/doc/ruamel.yaml/detail/,T1,Magas
A56,SQ-06,"A tomlkit hivatalos leírása szerint a könyvtár 'stílus-megőrző' TOML parser: megőrzi az összes kommentet, behúzást, whitespace-t és a belső elemek sorrendjét, és ezeket programozottan is elérhetővé/szerkeszthetővé teszi.","TOML Kit is a 1.1.0-compliant TOML library. It includes a parser that preserves all comments, indentations, whitespace and internal element ordering, and makes them accessible and editable via an intuitive API.",https://raw.githubusercontent.com/python-poetry/tomlkit/master/README.md,T1,Magas
A57,SQ-06,"A tomlkit dokumentációja explicit megnevez egy kivételt a formátum-megőrzés alól: egy táblatömböt (array of tables) sorrenden kívül kiterjesztő al-táblázat a dokumentum újra-szerializálásakor a tömb utolsó eleméhez kerül, nem az eredeti pozíciójában marad -- az adat megmarad, csak a fizikai elhelyezkedés változik.","`tomlkit` preserves the original layout of a document, with one exception: a sub-table that extends an array of tables out of order... is normalized into the array's last element when the document is re-serialized, rather than kept at its original position. The data is preserved; only the physical placement of that sub-table changes.",https://raw.githubusercontent.com/python-poetry/tomlkit/master/README.md,T1,Magas
A58,SQ-07,"Az Obsidian alapértelmezett frontmatter mezői között NINCS 'title' mező; az Obsidian a jegyzet címét a fájlnévből származtatja, nem YAML mezőből.",Obsidian comes with a set of default properties: `tags` ... `aliases` ... `cssclasses` ...,https://raw.githubusercontent.com/obsidianmd/obsidian-help/master/en/Editing%20and%20formatting/Properties.md,T1,Magas
A59,SQ-07,"A Jekyll hivatalos front-matter referenciaoldala a 'title'-t NEM sorolja fel a hivatalosan elődefiniált (predefined) globális változók között -- csak a dokumentum bevezető példájában szerepel illusztrációként ('title: Blogging Like a Hacker'), konvencióként, amit a témák (theme-ek) használnak fel Liquid-tag formájában.","layout: post
title: Blogging Like a Hacker",https://raw.githubusercontent.com/jekyll/jekyll/master/docs/_docs/front-matter.md,T1,Közepes
A60,SQ-07,"A Hugo hivatalos dokumentációja ezzel szemben a 'title'-t kifejezetten a leggyakoribb, hivatalosan definiált frontmatter mezők egyikeként nevezi meg, saját 'Page' objektum metódussal (Title) elérhetővé téve.","The most common front matter fields are `date`, `draft`, `title`, and `weight`",https://raw.githubusercontent.com/gohugoio/hugoDocs/master/content/en/content-management/front-matter.md,T1,Magas
A61,SQ-07,"A Hugo frontmatter mezői között hivatalosan szerepel a 'modified' mező is, mint a 'lastmod' aliasa -- ugyanaz a mezőnév, mint amit az easter-memory-system fejléce használ, bár más rendszerben, más jelentéssel (utolsó módosítás dátuma, nem feltétlenül azonos szemantikával).",`modified` : Alias to lastmod.,https://raw.githubusercontent.com/gohugoio/hugoDocs/master/content/en/content-management/front-matter.md,T1,Magas
A62,SQ-07,"A Notion hivatalos exportálási dokumentációja nem részletezi, hogy a markdown exportban a lap címe frontmatter mezőként vagy törzsbeli címsorként jelenik-e meg -- ez a kérdés a hivatalos forrásból nem volt megválaszolható (lásd hianyok.md).",Export as Markdown & CSV Any non-database Notion page can be exported as a Markdown file.,https://www.notion.com/help/export-your-content,T1,Nem megállapítható (hiány)
A01,SQ1,"Az MMTEB (Massive Multilingual Text Embedding Benchmark) tanulmány függeléke (2025. február, ICLR 2025) szerint a magyar nyelv (hun, Uralic nyelvcsalád) a benchmark akkori pillanatképében összesen 12 taszkon szerepelt, ebből 2 Retrieval típusú.","""hun Hungarian Uralic 5 3 1 0 1 0 0 2 0 0 0 12"" [oszloprend a táblázat fejléce szerint: BitextMining, Classification, Clustering, InstructionRetrieval, MultilabelClassification, PairClassification, Reranking, Retrieval, STS, Speed, Summarization, Sum]",https://arxiv.org/html/2502.13595v3,T1,"Magas — közvetlenül a táblázatból leolvasva, egyedi forrás, de statikus (2025 eleji) pillanatkép"
A02,SQ1,"A ma élő (2026-09-15-i állapotú) hivatalos MTEB eredmény-adatbázisban (mteb/results, Hugging Face) pontosan 28 különböző taszk tartalmaz 'hun-Latn' nyelvű pontszámot — ez egyezik a kampány saját mérési dokumentumának állításával, és jóval több, mint az MMTEB cikk 2025 eleji pillanatképe (12).","Saját lekérdezés a mteb/results parquet adatain (DISTINCT task_name WHERE list_contains(language,'hun-Latn')) => 28 sor, pl. BelebeleRetrieval, Tatoeba, MassiveIntentClassification, HunSum2AbstractiveRetrieval, JinaVDRHungarianDocQARetrieval, WebFAQRetrieval, MKQARetrieval stb.",https://huggingface.co/datasets/mteb/results,T1,"Magas — nyers adatbázis közvetlen lekérdezése, 2026-09-15-i letöltés, dataset lastModified: 2026-09-14"
A03,SQ1,"A 28 magyar taszkból 15-nek a nevében szerepel a 'Retrieval' szó (BelebeleRetrieval, XM3600T2IRetrieval, FleursT2ARetrieval, CommonVoiceMini21T2ARetrieval, MKQARetrieval, FleursA2TRetrieval, CommonVoiceMini17A2TRetrieval, JinaVDRWikimediaCommonsDocumentsRetrieval, HunSum2AbstractiveRetrieval, WebFAQRetrieval, CommonVoiceMini21A2TRetrieval, CommonVoiceMini17T2ARetrieval, JinaVDRHungarianDocQARetrieval, JinaVDRTweetStockSyntheticsRetrieval, JinaVDRAirbnbSyntheticRetrieval) — jelentős részük hang- vagy képalapú (T2A/A2T/dokumentum-QA), nem klasszikus szöveg-szöveg visszakeresés.","Saját lekérdezés eredménye, lásd A02 forrás",https://huggingface.co/datasets/mteb/results,T1,"Magas — nyers adat, saját származtatás"
A04,SQ1,"A HunSum2AbstractiveRetrieval (monolingál magyar, hírcikk-visszakeresés) taszkon 2026-09-15-én 12 modellnek van pontszáma; a legjobb: intfloat/multilingual-e5-large-instruct, main_score=0.93544 (a hivatalos eredményfájl szerint ez nem azonos az ndcg_at_10=0.96366 értékkel — a taszk main_score metrikája map_at_1-nek felel meg ennél a modellnél).","""scores"": {""test"": [{""hf_subset"": ""default"", ""languages"": [""hun-Latn""], ""main_score"": 0.93544, ""map_at_1"": 0.93544, ... ""ndcg_at_10"": 0.96366 ...}]}",https://raw.githubusercontent.com/embeddings-benchmark/results/main/results/intfloat__multilingual-e5-large-instruct/baa7be480a7de1539afce709c8f13f833a510e0a/HunSum2AbstractiveRetrieval.json,T1,"Magas — hivatalos eredményfájl, közvetlen letöltés"
A05,SQ1,"A HunSum2AbstractiveRetrieval dataset hivatalos leírása szerint egynyelvű magyar (monolingual), a teszthalmaz 1998 dokumentumból, 1998 kérdésből és 1998 qrels-sorból áll, forrása hírcikkek (HunSum-2 korpusz).","""language: - hun"", ""multilinguality: monolingual"" ... corpus num_examples: 1998, queries num_examples: 1998, qrels num_examples: 1998",https://huggingface.co/datasets/mteb/HunSum2AbstractiveRetrieval/raw/main/README.md,T1,Magas
A06,SQ1,"A JinaVDRHungarianDocQARetrieval (magyar dokumentum-vizuális-QA visszakeresés) taszkon 2026-09-15-én 5 modellnek van pontszáma; a legjobb: vidore/colqwen2.5-v0.2, score=0.83932 — ez egy kép/dokumentumlátás-alapú (vision-retrieval) modell, nem klasszikus szöveges embedder.","Saját lekérdezés: ('vidore/colqwen2.5-v0.2', '...', 'default', 0.83932, True) — top az 5 sor közül",https://huggingface.co/datasets/mteb/results,T1,Magas — nyers adat
A07,SQ1,A BelebeleRetrieval taszk magyar-magyar (hun_Latn-hun_Latn) alkészletén 2026-09-15-én 191 modellnek van pontszáma; ez pontosan egyezik a kampány saját mérési dokumentumának 2026-09-01-i ellenőrzés utáni állításával ('189-ről 191 modellre nőtt').,SELECT count(DISTINCT model_name) ... => 191,https://huggingface.co/datasets/mteb/results,T1,"Magas — nyers adat, keresztellenőrzött a kampány saját mérési dokumentumával"
A08,SQ1,"A BelebeleRetrieval hun_Latn-hun_Latn taszkon a Qwen/Qwen3-Embedding-8B pontszáma pontosan 0,97994, és ma is a 3. helyen áll (1. Octen-Embedding-8B 0,98423; 2. Mira190/Euler-Legal-Embedding-V1 0,98415; 3. Qwen3-Embedding-8B 0,97994) — ez szó szerint megegyezik a kampány saját, 2026-09-01-i ellenőrzés utáni állításával.","Saját lekérdezés top-10 listája, 3. sor: ('Qwen/Qwen3-Embedding-8B', ..., 0.97994)",https://huggingface.co/datasets/mteb/results,T1,Magas — pontos egyezés a kampány belső dokumentumával
A09,SQ1,"A kampány mérési dokumentumában idézett hat modell pontszáma a BelebeleRetrieval hun_Latn taszkon a mai (2026-09-15) élő adatból tökéletesen visszaigazolható: gemini-embedding-001=0,95883; multilingual-e5-large=0,9504; bge-m3=0,94364; text-embedding-3-large=0,92318; Qwen3-Embedding-0.6B=0,87139 (mind 4-5 tizedesjegyre egyezik a dokumentum kerekített értékeivel).",google/gemini-embedding-001: 0.95883; intfloat/multilingual-e5-large: 0.9504; BAAI/bge-m3: 0.94364; openai/text-embedding-3-large: 0.92318; Qwen/Qwen3-Embedding-0.6B: 0.87139,https://huggingface.co/datasets/mteb/results,T1,"Magas — teljes egyezés, független visszaigazolás"
A10,SQ2,"Peer-reviewed magyar tanulmány (Antal Margit, Infocommunications Journal, 2025/4) szerint egy céges kérdés-válasz korpuszon (Clearservice) a magyar-specifikus HUBERT modell MRR-je 0,78, míg a többnyelvű BGE-M3 és XLM-RoBERTa modelleké 0,90 — a többnyelvű modell kb. 15%-kal jobb (relatív) MRR-ben.","""BGE-M3 0.90 0.86 0.96 / E5-BASE 0.79 0.70 0.92 / GEMINI 0.87 0.78 0.98 / HUBERT 0.78 0.74 0.84 / NOMIC 0.71 0.64 0.80 / OPENAI-3SMALL 0.80 0.70 0.94 / OPENAI-ADA 0.80 0.72 0.90 / XLMROBERTA 0.90 0.86 0.96""",https://real.mtak.hu/232825/1/InfocomJournal_2025_4_1.pdf,T1,"Magas — lektorált folyóirat, DOI: 10.36244/ICJ.2025.4.1"
A11,SQ2,"Ugyanez a tanulmány a nyilvános HuRTE benchmarkon nagyobb különbséget mér: a HUBERT (magyar-specifikus) MRR=0,82 (validáción), míg a GEMINI (gemini-embedding) 0,99 és a BGE-M3 0,98 — a többnyelvű modellek kb. 20-21%-kal jobbak relatív MRR-ben ugyanazon a nyelven, magyar lekérdezésen.","""GEMINI demonstrated the strongest performance on HuRTE-Positive (MRR: 0.99 validation, 0.91 training), followed closely by BGE-M3 (MRR: 0.98 validation, 0.89 training)"" ... ""HUBERT 0.82 0.63 0.77 0.53 0.88 0.74""",https://real.mtak.hu/232825/1/InfocomJournal_2025_4_1.pdf,T1,Magas — lektorált folyóirat
A12,SQ2,"Egy másik, lektorált magyar konferencia-tanulmány (Hatvani Péter és Yang Zijian Győző, IEEE CITDS 2024, Debrecen) saját desztillált modelleken vegyes eredményt mér: a magyar STS-adathalmazon a többnyelvű gerincű (xlm-roberta) modell jobb (F1=0,068 vs. huBERT-gerincű 0,048), de egy saját tesztkorpuszon a huBERT-gerincű modell kicsit jobb (F1=0,490 vs. xlm-roberta 0,480) — vagyis a 'többnyelvű mindig jobb' állítás nem egyetemes, adathalmaz-függő.","""TABLE IV ... xml roberta sentence hu 0.120 0.051 0.120 0.068 / hubert sentence hu 0.100 0.032 0.100 0.048"" ... ""TABLE V ... xml roberta sentence hu 0.424 0.895 0.327 0.480 / hubert sentence hu 0.438 0.924 0.333 0.490""",https://real.mtak.hu/207276/1/86-91.pdf,T1,"Közepes — kis mintás (50 STS-pár), saját desztillált (nem eredeti, előre betanított) modellek, ezért a végkövetkeztetés óvatosan kezelendő"
A13,SQ2,"Nem találtunk olyan publikált, kifejezetten a multilingual-e5 vagy hasonló nagy, mai kereskedelmi többnyelvű beágyazó modellt egy azonos méretű, kifejezetten csak magyarra tanított modellel összevető standard benchmark-mérést, amely külön kimondaná a százalékos javulást — ez hiány (lásd hianyok.md).","n/a — negatív találat, lásd keresesek.md",n/a,T1,Hiány dokumentálva
