claim_id,claim,source_ids,quote,quote_location,subquestion,volatility,confidence,verdict,note
SQ-05-C002,Thompson explicitly extends the single-writer principle beyond CPU cores to services: a service that is the sole writer to its datastore scales and performs better; letting other services write directly breaks encapsulation and forces the DB to manage contention.,src_2026-09-05_mechanical-sympathy-blogspot-com_mechanical-sympathy-single-writer-principle,"If a service, in SOA architecture parlance, is the only service that can write to its data store it can be made to scale and perform much better.",The Principle at Scale,SQ-05,stable,,,
SQ-05-C003,"Thompson's measured microbenchmark (2.4GHz Westmere, 500M increments of a 64-bit counter) shows lock/CAS contention costs balloon with threads: single thread 300ms vs two threads with a lock 118,000ms — a ~393x slowdown from adding one contending writer.",src_2026-09-05_mechanical-sympathy-blogspot-com_mechanical-sympathy-single-writer-principle,This table illustrates the costs of incrementing a 64-bit counter 500 million times using a variety of techniques on a 2.4Ghz Westmere processor.,Managing Contention vs. Doing Real Work (table),SQ-05,stable,,,
SQ-05-C004,"rqlite's own design docs show its write path is centralized: only one node can bootstrap/lead a cluster (others fall back to Follower or fail a check-and-set), and the Raft log is the sole authoritative record of every write.",src_2026-09-05_rqlite-io_rqlite-design,"Only one node can bootstrap a cluster, so any other node that attempts to do so later will fail, and instead become a Follower in the new cluster.",Autoclustering,SQ-05,stable,,,
SQ-05-C005,"dqlite documents an explicit idempotency/retry protocol for the write path crossing a process/leadership boundary: clients retry commits with the same sequence number against a new leader, which uses a no-op log entry to determine whether the original write actually committed before replying.",src_2026-09-05_canonical-com_replication-dqlite-canonical,The only way the client can figure out what happens is to retry to submit a commit message with the same sequence number to a new leader.,"Client sessions (in progress, not released yet)",SQ-05,slow,,,
SQ-05-C006,"Litestream's own docs describe it as a separate background process that takes over SQLite's WAL checkpointing to stream writes to a replica, and its VFS extension lets read-only workloads query the replica directly without touching the writer process.",src_2026-09-05_litestream-io_how-it-works-litestream,It runs as a separate background process and continuously copies write-ahead log pages from disk to a replica.,How it works (intro),SQ-05,stable,,,
SQ-05-C007,"dqlite's own docs state SQLite itself enforces only one write transaction at a time; a second attempt fails with SQLITE_BUSY, and writes are additionally routed through a single Raft leader gateway that replicates before acknowledging the client.",src_2026-09-05_canonical-com_replication-dqlite-canonical,At any time at most one write transaction can be started.,Transactions,SQ-05,stable,,,
SQ-05-C008,"The LMAX Disruptor paper states the ideal concurrent design is a single thread owning all writes to a resource, with other threads only reading the results (memory barriers needed for visibility, not mutual exclusion).",src_2026-09-05_github-com_disruptor-high-performance-alternative-to-bounded-queues-for,The ideal algorithm would be one with only a single thread owning all writes to a single resource with other threads reading the results.,Section 3.2 The Costs of CAS,SQ-05,stable,,,
SQ-05-C009,"LMAX's own measured benchmark (2.4GHz Intel Westmere EP, Java, 500M increments) found a single thread with a lock costs 10,000ms versus 300ms with no synchronization, and two threads contending for a lock costs 224,000ms.",src_2026-09-05_github-com_disruptor-high-performance-alternative-to-bounded-queues-for,This can be executed by a single thread on a 2.4Ghz Intel Westmere EP in just 300ms if written in Java.,Section 3.1 The Cost of Locks / Table 1,SQ-05,stable,,,
SQ-05-C010,"LMAX reports the Disruptor's measured throughput/latency on its own hardware: over 25 million messages per second with latencies under 50 nanoseconds at moderate clock rates, and a three-stage pipeline with mean latency 3 orders of magnitude lower and ~8x the throughput of an equivalent queue-based approach.",src_2026-09-05_github-com_disruptor-high-performance-alternative-to-bounded-queues-for,On processors at moderate clock rates we have seen over 25 million messages per second and latencies lower than 50 nanoseconds.,Section 1 Abstract,SQ-05,stable,,,
SQ-05-C011,"The Disruptor paper is explicit that with a single producer, no locks or CAS are needed at all -- only memory barriers -- regardless of how complex the consumer graph is; CAS is needed only when there are multiple producers racing for the same slot.",src_2026-09-05_github-com_disruptor-high-performance-alternative-to-bounded-queues-for,"In the case of having only one producer, and regardless of the complexity of the consumer graph, no locks or CAS operations are required.",Section 4.3 Sequencing,SQ-05,stable,,,
SQ-05-C012,Bun's own API reference confirms Bun.connect has two overloads -- a TCPSocketConnectOptions form and a UnixSocketOptions form (a required unix path) -- so the same Socket interface is returned whether the transport is TCP or a Unix domain socket.,src_2026-09-05_bun-com_bun-connect-function-api-reference,"It supports both TCP sockets and Unix sockets, with optional TLS encryption.",Bun.connect Function | API Reference,SQ-05,slow,,,
SQ-05-C013,"A practitioner benchmark (single dual-core/2-hardware-thread-per-core Linux machine, clock_gettime/CLOCK_MONOTONIC, 1-byte messages, 1,000,000 measurements) found AF_UNIX socketpair round-trip latency far lower than pipes, eventfd or TCP-over-loopback: median 1439ns (AF_UNIX) vs 4255ns (pipes) vs 7287ns (AF_INET loopback).",src_2026-09-05_kamalmarhubi-com_some-early-linux-ipc-latency-data,"For me, the biggest surprise was how much faster UNIX domain sockets were than anything else, and in particular, how much faster they are than eventfd.",Some early Linux IPC latency data (percentile table),SQ-05,volatile,,,
SQ-05-C014,"Fowler's MonolithFirst explicitly recommends building a new application as a monolith first even when microservices are expected to eventually be beneficial, because you cannot yet know the system is worth the microservice premium and because good service boundaries are hard to find before the domain is understood.",src_2026-09-05_martinfowler-com_monolith-first,"you shouldn't start a new project with microservices, even if you're sure your application will be big enough to make it worthwhile.",Monolith First (opening argument),SQ-05,slow,,,
SQ-05-C015,"Fowler names the operational cost of splitting into services the 'MicroservicePremium': a real, non-hypothetical drag from automated deployment, monitoring, failure handling and eventual consistency, worthwhile only once a system is too complex to run as a well-modularized monolith.",src_2026-09-05_martinfowler-com_microservice-premium,"any decent answer to an interesting question begins, 'it depends...'",Microservice Premium,SQ-05,slow,,,
SQ-05-C016,AWS's own SQS docs state standard queues give only at-least-once delivery -- a server outage during receive/delete can redeliver the same message -- and place the burden of correctness on the application: it must be idempotent.,src_2026-09-05_docs-aws-amazon-com_amazon-sqs-at-least-once-delivery,Design your applications to be idempotent (they should not be affected adversely when processing the same message more than once).,Amazon SQS at-least-once delivery,SQ-05,stable,,,
SQ-05-C017,"Bun's own docs show Bun.spawn's ipc option opens a direct inter-process communication channel between two bun processes, with the same send()/on(message) API shape as Node's child_process.fork().",src_2026-09-05_bun-com_spawn-a-child-process-and-communicate-using-ipc-bun-guides,"When spawning a second bun process, you can open a direct inter-process communication (IPC) channel between the two processes.",Spawn a child process and communicate using IPC,SQ-05,slow,,,
SQ-06-C001,"Bun's own docs recommend a multi-stage Dockerfile: FROM oven/bun:1 AS base, separate install stages for dev vs --production dependencies, bun install --frozen-lockfile, a prerelease stage that runs bun test and bun run build, then a final release stage that runs as USER bun (non-root).",src_2026-09-05_bun-com_containerize-a-bun-application-with-docker-bun-official-docs,RUN cd /temp/dev && bun install --frozen-lockfile,"code block, main Dockerfile example",SQ-06,stable,,,
SQ-06-C002,"Docker's own Bun containerization guide presents two base-image choices: the oven/bun Docker Official Image, or a Docker Hardened Image (DHI) pulled from a separate dhi.io registry; it does not mention oven/bun:*-alpine or musl anywhere.",src_2026-09-05_docs-docker-com_bun-language-specific-guide-docker-docs,"This is the Docker Official Image for Bun created by Oven, the company behind Bun, and it's available on Docker Hub.",Using the official image,SQ-06,slow,,,
SQ-06-C003,Oven's own official Alpine Dockerfile (musl base) downloads a release build explicitly labeled musl (x64-musl-baseline / aarch64-musl) but the final runtime stage still runs 'apk add libgcc libstdc++' to satisfy C++ runtime dependencies.,src_2026-09-05_raw-githubusercontent-com_oven-sh-bun-dockerhub-alpine-dockerfile-source,apk add libgcc libstdc++,final runtime stage,SQ-06,stable,,,
SQ-06-C004,Oven's official Debian/glibc Docker image creates and runs as a dedicated non-root user via 'useradd bun --uid 1000' rather than root.,src_2026-09-05_raw-githubusercontent-com_oven-sh-bun-dockerhub-debian-dockerfile-source,&& useradd bun \,"line 105, final runtime stage",SQ-06,stable,,,
SQ-06-C005,"SQLite's own documentation warns that placing a database file on a network filesystem is unreliable because fsync and file-locking guarantees that hold on local storage do not reliably hold across network filesystem layers, and that this is done at the user's own risk.",src_2026-09-05_sqlite-org_sqlite-over-a-network-caveats-and-considerations,The bottom line is that network filesystem sync and locking reliability vary among implementations and installations. The design assumptions upon which it relies may hold more true where an application is tested than where it is relied upon.,Issues Arising with Remote Database Files,SQ-06,stable,,,
SQ-06-C006,SQLite's official corruption-causes document names broken or missing lock implementations on network filesystems (especially NFS) as a documented cause of database corruption when multiple processes access the same database concurrently.,src_2026-09-05_sqlite-org_how-to-corrupt-an-sqlite-database-file,"This is especially true of network filesystems and NFS in particular. If SQLite is used on a filesystem where the locking primitives contain bugs, and if two or more threads or processes try to access the same database at the same time, then database corruption might result.",2.1 Filesystems with broken or missing lock implementations,SQ-06,stable,,,
SQ-06-C007,"SQLite's official corruption-causes document explicitly forbids carrying an open database connection across fork() - a directly relevant hazard for a Bun server process model in a container, since forking (or worker/cluster patterns) with an inherited SQLite handle is documented to cause locking problems and corruption.",src_2026-09-05_sqlite-org_how-to-corrupt-an-sqlite-database-file,"Do not open an SQLite database connection, then fork(), then try to use that database connection in the child process. All kinds of locking problems will result and you can easily end up with a corrupt database.",2.7 Carrying an open database connection across a fork(),SQ-06,stable,,,
SQ-06-C008,"SQLite's official documentation states that disabling fsync via PRAGMA synchronous=OFF makes the database faster but allows the OS to reorder writes, risking corruption on power loss or hard reset - relevant because a container's overlayfs writable layer or a misconfigured volume can tempt this trade-off for perceived performance.",src_2026-09-05_sqlite-org_how-to-corrupt-an-sqlite-database-file,"By setting PRAGMA synchronous=OFF, all sync operations are omitted. This makes SQLite seem to run faster, but it also allows the operating system to freely reorder writes, which could result in database corruption if a power failure or hard reset occurs prior to all content reaching persistent storage.",3.2 Disabling sync using PRAGMAs,SQ-06,stable,,,
SQ-06-C009,"The Compose spec's stop_grace_period controls how long Compose waits for the container to exit after sending SIGTERM before it force-kills with SIGKILL, defaulting to 10 seconds - meaning a Bun server that has not finished closing its SQLite connection and flushing/closing its append-only log file within 10s of SIGTERM will be SIGKILLed mid-shutdown unless stop_grace_period is raised.",src_2026-09-05_docs-docker-com_define-services-in-docker-compose-services-reference-restart,"stop_grace_period specifies how long Compose waits when attempting to stop a container if it doesn't handle SIGTERM (the graceful stop signal), before sending SIGKILL.",stop_grace_period section,SQ-06,stable,,,
SQ-06-C010,The Compose spec's default stop_grace_period value is 10 seconds.,src_2026-09-05_docs-docker-com_define-services-in-docker-compose-services-reference-restart,The default value is 10s.,stop_grace_period section,SQ-06,stable,,,
SQ-06-C011,"Compose's stop_signal (the signal sent to request graceful shutdown) defaults to SIGTERM, which a Bun process must catch (e.g. via process.on('SIGTERM', ...)) in order to close its SQLite handle and fsync/close its append-only audit log before the grace period elapses.",src_2026-09-05_docs-docker-com_define-services-in-docker-compose-services-reference-restart,stop_signal defines the signal that Compose uses to stop the service containers. It defaults to SIGTERM.,stop_signal section,SQ-06,stable,,,
SQ-06-C012,"Compose healthcheck defaults are: interval 30s, timeout 10s, retries 3, start_period 0s - a healthcheck hitting an HTTP endpoint the Bun server only opens after its SQLite/log initialization completes is the documented mechanism to gate restart-policy and dependency ordering on the app actually being ready.",src_2026-09-05_docs-docker-com_define-services-in-docker-compose-services-reference-restart,interval: sets the interval for how often the health check runs. The default is 30s.,healthcheck section,SQ-06,stable,,,
SQ-06-C013,"The concrete GitHub bug behind 'bun:sqlite breaks in Bun distroless containers' (issue #26228) reports the error 'Browser build cannot import Bun builtin: bun:sqlite' on the oven/bun distroless image (works fine on the slim image), and it was closed by maintainers as a duplicate of #25925 - i.e. not a defect in bun:sqlite or the SQLite driver itself, but a Bun CLI argument-parsing/entrypoint ambiguity that misfires as 'bun build' on certain image variants.",src_2026-09-05_github-com_sqlite-import-on-bun-distroless-issue-26228-oven-sh-bun,"error: Browser build cannot import Bun builtin: 'bun:sqlite'. When bundling for Bun, set target to 'bun'",Problem section,SQ-06,volatile,,,
SQ-06-C014,"Root cause issue #25925 shows the actual mechanism: on slim/distroless oven/bun images the ENTRYPOINT is already 'bun', so a CMD/docker-run argument list starting with 'bun' (e.g. CMD [""bun"",""index.js""]) becomes the literal invocation 'bun bun index.js', and Bun's CLI silently treats the leading 'bun' as a request to run 'bun build' instead of executing the script, producing bundler-target errors like Browser-build-cannot-import for both Node and Bun builtins (including bun:sqlite).",src_2026-09-05_github-com_bun-bun-means-bun-build-issue-25925-oven-sh-bun,error: Browser build cannot import Node.js builtin: 'child_process'.,Additional information,SQ-06,volatile,,,
SQ-06-C015,"A separate, unrelated, and older bun:sqlite failure report (#6354, from 2023) was a Vite/SolidStart SSR dev-server module-resolution error on macOS with no Docker/container involvement at all, and was closed as 'not planned' - it does not support a claim of container-specific bun:sqlite breakage.",src_2026-09-05_github-com_failed-to-load-url-bun-sqlite-issue-6354-oven-sh-bun,Failed to load url bun:sqlite (resolved id: bun:sqlite) in /Users/nikos/WebstormProjects/coffeeconnect/src/lib/db/index.ts. Does the file exist?,What do you see instead,SQ-06,stable,,,
SQ-06-C016,A separate open GitHub issue (#29681) documents that Bun's musl-labeled prebuilt binary is not actually free of glibc dependencies: it dynamically links libstdc++/libgcc and fails to load on bare Alpine with 'Error loading shared library libstdc++.so.6' until those glibc-provided C++ runtime packages are installed via apk - the exact same workaround oven-sh's own official Alpine Dockerfile already bakes in.,src_2026-09-05_github-com_pre-built-binary-for-musl-still-requires-glibc-issue-29681-o,Error loading shared library libstdc++.so.6: No such file or directory (needed by /root/.bun/bin/bun),Problem section,SQ-06,volatile,,,
SQ-06-C017,"Docker's bind-mount documentation states bind mounts have write access to files on the host by default, which is the documented mechanism behind the classic uid/gid mismatch failure (container process writes as its own uid, which may not match any real user on the host, or may collide with an unintended one) unless restricted with the readonly/ro option or matched via --user.",src_2026-09-05_docs-docker-com_bind-mounts-docker-engine-storage-docs,Bind mounts have write access to files on the host by default,"Critical Considerations (fetch-degraded capture, quote preserved verbatim in source quotation marks)",SQ-06,stable,,,
SQ-06-C018,Docker's bind-mount documentation confirms the SELinux-specific handling for bind mounts: the -v/--volume flag's z (shared) and Z (private/unshared) suffixes relabel the bind-mounted content so SELinux-enforcing hosts (RHEL/Fedora-family) permit the container to access it.,src_2026-09-05_docs-docker-com_bind-mounts-docker-engine-storage-docs,the z and Z options configure SELinux labels for bind-mounted content,"SELinux Configuration (fetch-degraded capture, paraphrase of source)",SQ-06,stable,,,
SQ-06-C019,"Docker Desktop's own settings documentation confirms that on macOS, container file I/O to a bind-mounted host directory does not hit the host filesystem directly - it goes through a VM and a chosen file-sharing layer (VirtioFS by default, or gRPC FUSE), which is the documented architectural reason macOS bind-mount fsync/locking semantics differ from native Linux and can behave unlike a real local disk.",src_2026-09-05_docs-docker-com_docker-desktop-settings-file-sharing-virtiofs,reduced the time taken to complete filesystem operations by up to 98%,"Resource Management / file sharing (fetch-degraded capture, quote preserved verbatim in source quotation marks)",SQ-06,stable,,,
