claim_id,claim,source_ids,quote,quote_location,subquestion,volatility,confidence,verdict,note
B-02-C015,drizzle-orm/bun-sqlite is documented as natively supported with both async and sync query APIs mirroring bun:sqlite's own all/get/values/run methods,src_2026-09-05_orm-drizzle-team_drizzle-bun-sqlite-driver-doc-page,"for synchronous drivers like bun:sqlite we have both async and sync APIs and we mirror most popular SQLite-like all, get, values and run query methods syntax","connect-bun-sqlite.mdx, intro paragraph",B-02,stable,,,
G-01-C001,"Issue #31247 reports bun:sqlite on macOS arm64 (Bun 1.3.14 stable and 1.4.0-canary) returns sqlite_version() 3.43.2, not the 3.53.0 claimed by the Bun v1.3.14 blog post.",src_2026-09-05_github-com_bun-sqlite-on-macos-arm64-still-ships-sqlite-3-43-2-in-bun-1,This is a full 10 minor versions behind the claimed version.,"Issue body, 'What do you see instead?' section",G-01,volatile,,,
G-01-C002,"The reporter of #31247 says SQLite 3.43.2 has a bug where any UPDATE or DELETE on an FTS5 virtual table throws 'database disk image is malformed' (errno 267), and that this forced them to downgrade from FTS5 to FTS4.",src_2026-09-05_github-com_bun-sqlite-on-macos-arm64-still-ships-sqlite-3-43-2-in-bun-1,"SQLite 3.43.2 contains a critical FTS5 bug where any UPDATE or DELETE on an FTS5 virtual table causes SQLITE_CORRUPT_VTAB (errno 267) with the message ""database disk image is malformed"".","Issue body, 'Additional context' section",G-01,volatile,,,
G-01-C003,"As of the fetch (Sept 2026) issue #31247 is Open, has no visible comments, no maintainer reply, and no linked pull request.",src_2026-09-05_github-com_bun-sqlite-on-macos-arm64-still-ships-sqlite-3-43-2-in-bun-1,"The ""Development"" section explicitly states ""No branches or pull requests,"" and no linked PRs section is present.",Supplementary check section,G-01,volatile,,,
G-01-C004,"Bun's own docs state that on macOS, Bun uses Apple's system-provided SQLite (not its own bundled build), while on Linux and Windows Bun statically links its own SQLite build.",src_2026-09-05_bun-com_sqlite-bun-docs,"macOS: Bun uses the system-provided SQLite, which Apple builds with persistent WAL enabled.",WAL mode > WAL sidecar file cleanup,G-01,slow,,,
G-01-C005,"Bun's docs confirm the Linux/Windows build uses Bun's own statically-linked SQLite following upstream defaults, distinct from the macOS system-SQLite path.",src_2026-09-05_bun-com_sqlite-bun-docs,"Linux and Windows: Bun statically links its own SQLite build, which follows upstream defaults.",WAL mode > WAL sidecar file cleanup,G-01,slow,,,
G-01-C006,"Bun's docs say Apple's proprietary system SQLite on macOS does not support loading extensions by default, and Database.setCustomSQLite(path) is the documented way to point bun:sqlite at a different SQLite library (a no-op on non-macOS platforms).",src_2026-09-05_bun-com_sqlite-bun-docs,"By default, macOS ships with Apple's proprietary build of SQLite, which doesn't support extensions. To use extensions, install a vanilla build of SQLite.",'.loadExtension()' section,G-01,slow,,,
G-01-C007,"The docs specify setCustomSQLite must be called before creating any Database instances, takes a path to the .dylib (not the executable), and is a no-op on operating systems other than macOS.",src_2026-09-05_bun-com_sqlite-bun-docs,"To point `bun:sqlite` to the new build, call `Database.setCustomSQLite(path)` before creating any `Database` instances. (On other operating systems, this is a no-op.) Pass a path to the SQLite `.dylib` file, *not* the executable.",'.loadExtension()' section,G-01,slow,,,
G-01-C008,"A second, independent FTS5 defect (#37044) was reported in Aug 2026: bun:sqlite segfaults tearing down FTS5 virtual tables on Database.close(), reproducing on both macOS and against multiple different SQLite library builds (system 3.51.0 and homebrew 3.49.1) — i.e. not caused by an old bundled SQLite version.",src_2026-09-05_github-com_bun-sqlite-segfaults-in-fts5-vtab-teardown-on-database-close,Not the sqlite library's fault: crashes identically against the system `libsqlite3.dylib` (3.51.0) and against homebrew sqlite 3.49.1 loaded via `DYLD_LIBRARY_PATH`,"Issue body, 'Additional information'",G-01,volatile,,,
G-01-C009,"Issue #37044 (FTS5 segfault on close) was fixed same-day by merged PR #37045, described as a use-after-free in Bun's own statement-tracking/close logic, not in SQLite itself, and the PR states it reproduces on both Linux and macOS.",src_2026-09-05_github-com_bun-sqlite-fix-use-after-free-closing-a-database-with-fts5-t,Crashes in `sqlite3Fts5IndexClose` / `fts5DisconnectMethod` under `sqlite3_close`. Reproduces on Linux and macOS; ASAN reports a heap-use-after-free,"PR body, 'Repro' section",G-01,volatile,,,
G-01-C010,"An earlier, structurally identical report (#24957, Nov 2025) documented Bun 1.3.3 on macOS still showing SQLite 3.37.0 despite release notes claiming 3.51.0; it was closed as a duplicate of #16717, showing this is a recurring, unresolved pattern rather than a one-off.",src_2026-09-05_github-com_bun-sqlite-on-macos-still-shows-sqlite-3-37-0-in-bun-1-3-3-i,"According to the Bun v1.3.3 release notes, `bun:sqlite` has been updated to SQLite 3.51.0. However, on macOS the SQLite version remains 3.37.0",Issue body,G-01,stable,,,
G-02-C001,"Better Auth's docs frame before/after hooks as adjustments to an existing Better Auth endpoint, explicitly contrasted with making a separate endpoint outside Better Auth -- implying hooks are not the mechanism for protecting an application's own (non-Better-Auth) routes.",src_2026-09-04_better-auth-com_hooks-better-auth,We highly recommend using hooks if you need to make custom adjustments to an endpoint rather than making another endpoint outside of Better Auth.,"Hooks page, section 'Hooks'",G-02,stable,,,
G-02-C002,"The hook context's ctx.path property refers to the current Better Auth endpoint path (e.g. /sign-up/email, /sign-in/email, /reset-password) -- every documented hook example branches on ctx.path values that are Better Auth's own auth endpoints, never an application route.",src_2026-09-04_better-auth-com_hooks-better-auth,**Path:** `ctx.path` to get the current endpoint path.,"Hooks page, section 'Ctx'",G-02,stable,,,
G-02-C003,"Better Auth's plugin-level middleware (a related mechanism to hooks) is explicitly documented to run only on API requests handled by the Better Auth handler, not on direct/arbitrary invocation -- reinforcing that Better Auth's request-interception mechanisms operate within its own endpoint/handler surface, not on arbitrary application routes.",src_2026-09-04_better-auth-com_plugins-better-auth,"Unlike hooks, middleware only runs on `api` requests from a client. If the endpoint is invoked directly, the middleware will not run.","Plugins page, section 'Middleware'",G-02,stable,,,
G-02-C004,"requireResourceOwnership is documented as a named, importable helper (from better-auth/api) inside the Plugins guide's 'Server-plugin helper functions' section -- i.e. it is presented as an exported middleware for use inside a plugin's own createAuthEndpoint definitions (via the endpoint's use: [] array), not as a general-purpose middleware for arbitrary application routes.",src_2026-09-04_better-auth-com_plugins-better-auth,A middleware that loads a resource by ID and verifies that it belongs to the authenticated user. Use it after `sessionMiddleware` for endpoints that operate on user-owned models.,"Plugins page, section 'Server-plugin helper functions' / requireResourceOwnership",G-02,stable,,,
G-02-C005,"requireResourceOwnership checks a single, configurable owner column (ownerField) on one named model/table, matched against the authenticated user id -- not an arbitrary predicate or a per-project multi-role permission check.",src_2026-09-04_better-auth-com_plugins-better-auth,"Use `ownerField` if your model stores the owner under a different field name, and `notFoundError` or `forbiddenError` if you want to return plugin-specific error codes.","Plugins page, section 'requireResourceOwnership'",G-02,stable,,,
G-02-C006,"Better Auth's own Next.js integration guide documents the recommended pattern for protecting the application's own pages/routes/server actions: calling auth.api.getSession({ headers }) directly, and explicitly warns that a cookie-existence check alone is insecure and that session validation must happen in the application's own request layer for every protected action or page -- not via a Better Auth hook.",src_2026-09-05_better-auth-com_next-js-integration-better-auth,"**Security Warning:** The `getSessionCookie` function only checks for the existence of a session cookie; it does **not** validate it. Relying solely on this check for security is dangerous, as anyone can manually create a cookie to bypass it. You must always validate the session on your server for any protected actions or pages.","Next.js integration page, section 'Cookie-based checks (recommended for all versions)'",G-02,stable,,,
G-02-C007,"Better Auth documents auth.api.getSession({ headers }) as directly callable inside RSCs, server actions, and framework middleware/proxy to authenticate a request to the application's own routes, distinct from and outside any hooks mechanism.",src_2026-09-05_better-auth-com_next-js-integration-better-auth,The `api` object exported from the auth instance contains all the actions that you can perform on the server. Every endpoint made inside Better Auth is invocable as a function. Including plugins endpoints.,"Next.js integration page, section 'RSC and Server actions'",G-02,stable,,,
G-02-C008,"Better Auth's documented way to attach application data to the session/user object returned by getSession is the customSession plugin, which wraps user/session and lets you add arbitrary fields (e.g. roles) computed from your own data.",src_2026-09-04_better-auth-com_session-management-better-auth,Use the `customSession` plugin to customize `getSession` and `useSession` responses:,"Session Management page, section 'Customizing Session Response'",G-02,stable,,,
G-02-C009,"Better Auth documents that customSession's added fields are NOT covered by session caching (cookie cache or secondary storage) -- the custom function re-runs on every fetch, which is a documented cost/staleness tradeoff of extending the session this way.",src_2026-09-04_better-auth-com_session-management-better-auth,Session caching (secondary storage or cookie cache) doesn't include custom fields; custom session functions are called on each fetch,"Session Management page, section 'Caveats on Customizing Session Response'",G-02,stable,,,
G-02-C010,"Better Auth's documented mechanism for extending the user/session tables with application data (e.g. a role or per-project relation) is additionalFields on the user or session object in auth config, which the CLI migrates and which is inferred in getSession/useSession/signUp responses.",src_2026-09-05_better-auth-com_database-better-auth,"Better Auth provides a type-safe way to extend the `user` and `session` schemas. You can add custom fields to your auth config, and the CLI will automatically update the database schema. These additional fields will be properly inferred in functions like `useSession`, `signUp.email`, and other endpoints that work with user or session objects.","Database page, section 'Extending Core Schema'",G-02,stable,,,
G-02-C011,"Better Auth documents input:false as the way to mark a field (such as role) as server-owned, so end users cannot set it themselves via API input -- a documented safeguard when extending the session/user with authorization-relevant data.",src_2026-09-05_better-auth-com_database-better-auth,"`input`: Whether Better Auth accepts the field when creating or updating a record (default: `true`). For user fields, this includes values from API input and `mapProfileToUser`. Set this to `false` for server-owned fields such as `role`.","Database page, section 'Extending Core Schema'",G-02,stable,,,
SQ-01-C001,"POSIX rename() atomically replaces the destination file if it already exists, so no process ever observes newpath as missing during the operation",src_2026-09-04_man7-org_rename-2-linux-manual-page,"If newpath already exists, it will be atomically replaced, so that there is no point at which another process attempting to access newpath will find it missing.",rename(2) DESCRIPTION,SQ-01,stable,,,
SQ-01-C002,rename() cannot cross mount points/filesystems on Linux; oldpath and newpath must be on the same mounted filesystem or it fails with EXDEV,src_2026-09-04_man7-org_rename-2-linux-manual-page,"oldpath and newpath are not on the same mounted filesystem. (Linux permits a filesystem to be mounted at multiple points, but rename() does not work across different mount points, even if the same filesystem is mounted on both.)",rename(2) ERRORS / EXDEV,SQ-01,stable,,,
SQ-01-C003,"On NFS, rename() is not safe to assume failed just because it returned an error, because a server crash plus RPC retransmission can cause a spurious failure report for a rename that actually succeeded",src_2026-09-04_man7-org_rename-2-linux-manual-page,"On NFS filesystems, you cannot assume that if the operation failed, the file was not renamed. If the server does the rename operation and then crashes, the retransmitted RPC causes a failure",rename(2) BUGS,SQ-01,stable,,,
SQ-01-C004,"The write-new-file-then-rename technique is the standard userspace method applications use for atomic file updates on Linux, as opposed to in-place writes",src_2026-09-04_lwn-net_a-way-to-do-atomic-writes-lwn-lsfmm-2019,"Either they use ""weird user-space locking schemes"", as databases typically do, or they write an entirely new file, then do an ""atomic rename trick"" to ensure the data is in place.","LWN 789600, para 2",SQ-01,stable,,,
SQ-01-C005,"Applications commonly misuse fsync() around the rename trick and end up losing data anyway, according to kernel filesystem developers",src_2026-09-04_lwn-net_a-way-to-do-atomic-writes-lwn-lsfmm-2019,"Unfortunately, the applications often do not use fsync() correctly, so they lose their data anyway.","LWN 789600, para 2",SQ-01,stable,,,
SQ-01-C006,fsync() does not guarantee the directory entry for the file has reached disk; a separate fsync() on a file descriptor for the parent directory is required for that,src_2026-09-04_man7-org_fsync-2-linux-manual-page,Calling fsync() does not necessarily ensure that the entry in the directory containing the file has also reached disk. For that an explicit fsync() on a file descriptor for the directory is also needed.,fsync(2) DESCRIPTION,SQ-01,stable,,,
SQ-01-C007,flock() locks are advisory only: a process with suitable permissions can simply ignore them and do I/O on the file anyway,src_2026-09-04_man7-org_flock-2-linux-manual-page,"flock() places advisory locks only; given suitable permissions on a file, a process is free to ignore the use of flock() and perform I/O on the file.",flock(2) NOTES,SQ-01,stable,,,
SQ-01-C008,"flock() over NFS was unsupported until Linux 2.6.12, when it began being emulated as fcntl byte-range locks over the whole file, meaning flock and fcntl locks interact with each other on NFS",src_2026-09-04_man7-org_flock-2-linux-manual-page,"Since Linux 2.6.12, NFS clients support flock() locks by emulating them as fcntl(2) byte-range locks on the entire file. This means that fcntl(2) and flock() locks do interact with one another over NFS.",flock(2) NFS details,SQ-01,stable,,,
SQ-01-C009,"flock() over SMB/CIFS was not propagated to remote clients at all until Linux 5.5, and after that point behaves as mandatory (not advisory) locking, unlike local flock semantics",src_2026-09-04_man7-org_flock-2-linux-manual-page,"Since Linux 5.5, flock() locks are emulated with SMB byte-range locks on the entire file. ... Another important side-effect is that the locks are not advisory anymore: any IO on a locked file will always fail with EACCES when done from a separate file descriptor.",flock(2) CIFS details,SQ-01,stable,,,
SQ-01-C010,"write-file-atomic runs an fsync by default before the rename, and this can be disabled via an explicit option for performance",src_2026-09-04_raw-githubusercontent-com_write-file-atomic-readme-npm-write-file-atomic,"If the **fsync** option is **false**, writeFile will skip the final fsync call.","write-file-atomic README, Options",SQ-01,slow,,,
SQ-01-C011,"write-file-atomic serializes concurrent writes aimed at the same filename within one process into an in-memory queue, rather than letting them race",src_2026-09-04_raw-githubusercontent-com_write-file-atomic-readme-npm-write-file-atomic,"If multiple writes are concurrently issued to the same file, the write operations are put into a queue and serialized in the order they were called, using Promises.","write-file-atomic README, writeFileAtomic Usage",SQ-01,slow,,,
SQ-01-C012,"As of Bun 1.3.14, the S3-to-file streaming form of Bun.write does not truncate a pre-existing larger destination file, leaving stale trailing bytes beyond the new content's length, even though other Bun.write forms (buffer source, file-to-file) do truncate correctly",src_2026-09-04_github-com_bun-write-does-not-truncate-a-larger-existing-destination-fi,The first 4MB are overwritten but the file keeps its old length — the remaining 12MB of stale bytes survive. The FileSink used by the S3→file streaming path opens the destination without truncating it.,oven-sh/bun issue #31682,SQ-01,volatile,,,
SQ-01-C013,"The write-file-atomic npm package implements atomicity by writing to a uniquely-named temp file derived from the filename, pid and an invocation counter, then renaming it over the target on success, unlinking the temp file on any error",src_2026-09-04_raw-githubusercontent-com_write-file-atomic-readme-npm-write-file-atomic,"The file is initially named filename + ""."" + murmurhex(__filename, process.pid, ++invocations).","write-file-atomic README, writeFileAtomic Usage",SQ-01,slow,,,
SQ-01-C014,"proper-lockfile uses the mkdir-based locking strategy specifically because mkdir is atomic across all filesystem types including network filesystems, unlike O_EXCL open",src_2026-09-04_raw-githubusercontent-com_proper-lockfile-readme-moxystudio-node-proper-lockfile,"This library utilizes the mkdir strategy which works atomically on any kind of file system, even network based ones.","proper-lockfile README, Design",SQ-01,slow,,,
SQ-01-C015,proper-lockfile's own documentation states that O_EXCL-based locking (used by the older isaacs/lockfile package) is broken on NFS filesystems and creates a race condition,src_2026-09-04_raw-githubusercontent-com_proper-lockfile-readme-moxystudio-node-proper-lockfile,O_EXCL is broken on NFS file systems; programs which rely on it for performing locking tasks will contain a race condition.,"proper-lockfile README, Comparison",SQ-01,slow,,,
SQ-01-C016,"proper-lockfile detects a stale lock by periodically updating the lockfile's mtime while held, and checking that mtime against a stale threshold (default 10000ms, minimum 5000ms) to decide if a lock can be considered abandoned",src_2026-09-04_raw-githubusercontent-com_proper-lockfile-readme-moxystudio-node-proper-lockfile,"When a lock is successfully acquired, the lockfile's mtime (modified time) is periodically updated to prevent staleness. This allows to effectively check if a lock is stale by checking its mtime against a stale threshold.","proper-lockfile README, Design",SQ-01,slow,,,
SQ-01-C017,"proper-lockfile explicitly does not protect against a lockfile being manually removed by an outside actor while it is supposedly held, and someone else then acquiring the lock right after",src_2026-09-04_raw-githubusercontent-com_proper-lockfile-readme-moxystudio-node-proper-lockfile,A lockfile is manually removed and someone else acquires the lock right after,"proper-lockfile README, Compromised",SQ-01,slow,,,
SQ-01-C018,"proper-lockfile does not clean up its lock on a process killed with SIGKILL or a VM fatal crash such as out-of-memory, only on graceful exit",src_2026-09-04_raw-githubusercontent-com_proper-lockfile-readme-moxystudio-node-proper-lockfile,"proper-lockfile automatically removes locks if the process exits, except if the process is killed with SIGKILL or it crashes due to a VM fatal error (e.g.: out of memory).","proper-lockfile README, Graceful exit",SQ-01,slow,,,
SQ-01-C019,"The 2009 ext4 zero-length-file data loss bug happened because ext4's delayed allocation meant a file replaced via truncate/O_TRUNC or rename-over-existing-file could end up with no data blocks allocated yet if the system crashed shortly after, unlike ext3's data=ordered mode which incidentally forced data out within its 5-second commit interval",src_2026-09-04_thunk-org_delayed-allocation-and-the-zero-length-file-problem-theodore,"This solves the most annoying set of problems where an existing file gets rewritten, and thanks to the delayed allocation semantics, that existing file gets replaced with a zero-length file.","tytso blog, 2009-03-12",SQ-01,stable,,,
SQ-01-C020,"On macOS, a plain fsync() call does not guarantee the drive has actually written data to the platter/media; Apple provides a separate F_FULLFSYNC fcntl specifically for applications like databases that need real write-ordering durability guarantees",src_2026-09-04_keith-github-io_fsync-2-apple-darwin-man-page-mirror,"For applications requiring stricter data integrity guarantees, Mac OS X provides the F_FULLFSYNC fcntl option. This requests the drive to flush all buffered data to permanent storage with guaranteed write ordering. Databases and similar applications requiring strict write ordering should use F_FULLFSYNC.","Apple fsync(2) man page mirror, DESCRIPTION",SQ-01,stable,,,
SQ-01-C021,"Ted Ts'o (ext4 maintainer) states that applications worried about losing data on an unclean shutdown must call fsync themselves, because POSIX never guaranteed that a plain write would be durable within any particular time window, regardless of filesystem",src_2026-09-04_thunk-org_delayed-allocation-and-the-zero-length-file-problem-theodore,"Long term, application writers who are worried about files getting lost on an unclean shutdown really should use fsync.","tytso blog, 2009-03-12",SQ-01,stable,,,
SQ-01-C022,"On macOS, a plain fsync() call does not guarantee the drive has actually written data to the platter/media; Apple provides a separate F_FULLFSYNC fcntl specifically for applications like databases that need real write-ordering durability guarantees",src_2026-09-04_keith-github-io_fsync-2-apple-darwin-man-page-mirror,"For applications requiring stricter data integrity guarantees, Mac OS X provides the F_FULLFSYNC fcntl option.","Apple fsync(2) man page mirror, DESCRIPTION",SQ-01,stable,,,
SQ-01-C023,"Even after a successful fsync(), the physical drive itself may still delay or reorder writing data to the actual storage media, so power loss can still leave only some or none of the data written",src_2026-09-04_keith-github-io_fsync-2-apple-darwin-man-page-mirror,"while fsync() flushes data from the host to the drive, the drive itself may delay physically writing data to platters or write it out-of-order","Apple fsync(2) man page mirror, DESCRIPTION",SQ-01,stable,,,
SQ-01-C024,"SQLite's own documentation states that POSIX advisory locking is known to be buggy or unimplemented on many NFS implementations, including recent versions of Mac OS X, and recommends against putting SQLite database files on a network filesystem at all",src_2026-09-04_sqlite-org_file-locking-and-concurrency-in-sqlite-version-3,One should note that POSIX advisory locking is known to be buggy or even unimplemented on many NFS implementations (including recent versions of Mac OS X) and that there are reports of locking problems for network filesystems under Windows. Your best defense is to not use SQLite for files on a network filesystem.,"sqlite.org/lockingv3.html, section 6.0",SQ-01,slow,,,
SQ-01-C025,"SQLite fsyncs the containing directory after creating its journal file on Unix specifically to push the new directory entry to disk, but this defense is incomplete because an unrelated concurrent filesystem operation in the same directory at the moment of a power failure could still cause the journal entry to be lost",src_2026-09-04_sqlite-org_file-locking-and-concurrency-in-sqlite-version-3,"When SQLite creates a journal file on Unix, it opens the directory that contains that file and calls fsync() on the directory, in an effort to push the directory information to disk.","sqlite.org/lockingv3.html, section 6.0",SQ-01,slow,,,
SQ-01-C026,"SQLite documents a real failure mode where a process renames the database file but forgets to also rename its associated journal file, leaving the journal orphaned and unable to be found on next open",src_2026-09-04_sqlite-org_file-locking-and-concurrency-in-sqlite-version-3,Someone (or some process) might rename the database file but fail to also rename its associated journal.,"sqlite.org/lockingv3.html, section 6.0 bullet list",SQ-01,slow,,,
SQ-02-C001,"p-queue's onIdle() only resolves once queue.size===0 and queue.pending===0, i.e. all queued and running promises have completed, not merely that the queue is empty of waiting items.",src_2026-09-04_npmjs-com_p-queue-npm,"Returns a promise that settles when the queue becomes empty, and all promises have completed; queue.size === 0 && queue.pending === 0.","p-queue README, .onIdle() section",SQ-02,stable,,,
SQ-02-C002,async-mutex explicitly documents that failing to call the release callback returned by acquire() will hold the mutex locked and will likely deadlock the application.,src_2026-09-04_raw-githubusercontent-com_async-mutex-readme-github,IMPORTANT: Failure to call `release` will hold the mutex locked and will likely deadlock the application. Make sure to call `release` under all circumstances and handle exceptions accordingly.,"async-mutex README, Manual locking / releasing section",SQ-02,stable,,,
SQ-02-C003,"p-limit's own README warns that calling the same limiter function recursively from inside a task it already limits can deadlock, because the inner call never gets a free concurrency slot.",src_2026-09-04_raw-githubusercontent-com_p-limit-readme-github,Warning: Avoid calling the same `limit` function inside a function that is already limited by it. This can create a deadlock where inner tasks never run. Use a separate limiter for inner tasks.,"p-limit README, limit(fn, ...args) section",SQ-02,stable,,,
SQ-02-C004,mutexify guarantees strict FIFO fairness: the order in which the mutex was requested is the order in which access is granted.,src_2026-09-04_raw-githubusercontent-com_mutexify-readme-github,`mutexify` guarantees that the order that a mutex was requested in is the order that access will be given.,"mutexify README, Usage section",SQ-02,stable,,,
SQ-02-C005,async-sema's Sema constructor supports an optional pauseFn specifically to apply backpressure upstream instead of letting waiting promises pile up and exhaust memory.,src_2026-09-04_raw-githubusercontent-com_async-sema-readme-github-vercel,"`pauseFn` An optional fuction that is called to opportunistically request pausing the the incoming stream of data, instead of piling up waiting promises and possibly running out of memory.","async-sema README, Sema Constructor API",SQ-02,stable,,,
SQ-02-C006,"Node's cluster module runs each worker as a fully separate OS process spawned via child_process.fork(), so an in-process mutex or lock object in one worker's memory has no effect on the others.",src_2026-09-04_nodejs-org_node-js-cluster-module-documentation,"Because workers are all separate processes, they can be killed or re-spawned depending on a program's needs, without affecting other workers.","Node.js cluster docs, Separate Process Memory section",SQ-02,stable,,,
SQ-02-C007,Node's cluster docs explicitly warn that applications should not rely too heavily on in-memory data objects (such as for sessions) because the framework does not provide cross-worker routing logic.,src_2026-09-04_nodejs-org_node-js-cluster-module-documentation,Node.js does not provide routing logic. It is therefore important to design an application such that it does not rely too heavily on in-memory data objects for things like sessions and login.,"Node.js cluster docs, Separate Process Memory section",SQ-02,stable,,,
SQ-02-C008,"Bun's reusePort option runs multiple separate Bun OS processes bound to the same port, load balanced via the Linux SO_REUSEPORT/SO_REUSEADDR socket options, so an in-process mutex is scoped to only one of those processes.",src_2026-09-04_bun-com_bun-start-a-cluster-of-http-servers-reuseport,`reusePort` uses the Linux `SO_REUSEPORT` and `SO_REUSEADDR` socket options to ensure fair load balancing across processes.,"Bun docs, Start a cluster of HTTP servers",SQ-02,stable,,,
SQ-02-C009,"Bun's reusePort multi-process option only works on Linux; Windows and macOS silently ignore it, which changes the process topology (and thus the mutex-scope) depending on OS.",src_2026-09-04_bun-com_bun-start-a-cluster-of-http-servers-reuseport,Linux only — Windows and macOS ignore the `reusePort` option. This is an operating system limitation with `SO_REUSEPORT`.,"Bun docs, Start a cluster of HTTP servers",SQ-02,stable,,,
SQ-02-C010,"async-lock provides a documented maxPending option that caps the number of tasks allowed to sit in a given key's wait queue, giving explicit queue-depth backpressure instead of unbounded growth.",src_2026-09-04_raw-githubusercontent-com_async-lock-readme-github,Set max pending tasks - max number of tasks allowed in the queue at a time,"async-lock README, Options section",SQ-02,stable,,,
SQ-02-C011,"Node's worker_threads, unlike cluster or child_process, are capable of sharing memory across threads via ArrayBuffer transfer or SharedArrayBuffer, but this sharing is not automatic for arbitrary JS objects like a plain Mutex instance.",src_2026-09-04_nodejs-org_node-js-worker-threads-module-documentation,"Unlike `child_process` or `cluster`, `worker_threads` can share memory. They do so by transferring `ArrayBuffer` instances or sharing `SharedArrayBuffer` instances.","Node.js worker_threads docs, Memory Isolation and SharedArrayBuffer",SQ-02,stable,,,
SQ-02-C012,"The async-mutex-lite keyed-mutex pattern (one promise chain per key) is documented to release its internal per-key state automatically once that key's task chain drains, which the author states avoids memory leaks.",src_2026-09-04_github-com_async-mutex-lite-readme-github,"After all tasks complete, the internal memory is cleaned automatically — no memory leaks.","async-mutex-lite README, How It Works section",SQ-02,volatile,,,
SQ-02-C013,async-mutex-lite's own FAQ states its in-process keyed mutex only serializes requests handled by the same server instance/process; cross-instance conflicts still need an external lock such as Redis.,src_2026-09-04_github-com_async-mutex-lite-readme-github,"each serverless instance has its own memory. Mutex works only when conflicting requests are handled by the same instance. For cross-instance coordination you still need an external lock (e.g., Redis).","async-mutex-lite README, FAQ section",SQ-02,stable,,,
SQ-02-C014,A p-queue GitHub issue documents that the library does not stop or reject the rest of the queue when one queued task's promise rejects; the queue keeps running remaining tasks and the caller must handle each task's own rejection.,src_2026-09-04_github-com_p-queue-issue-29-rejecting-the-whole-queue-when-a-task-rejec,How can I stop and reject the whole queue once any its tasks has failed?,p-queue issue #29,SQ-02,stable,,,
SQ-03-C001,"Logseq maintainer confirms file-based Sync uses no locking or merge: it is last-write-wins with a ~20 second update interval, real-time collaboration was only roadmapped as of Dec 2022.",src_2026-09-04_github-com_concurrent-edits-to-the-same-file-will-overwrite-the-documen,This is the limitation of file sync. It's not designed for concurrent editing. It has 20 sec of update interval. Real-time collaboration is on our road map :),"Discussion #8074, comment by cnrpman",SQ-03,stable,,,
SQ-03-C002,Logseq user-reported bug: concurrent edits to the same document on two devices result in only one device's content surviving after sync (no merge).,src_2026-09-04_github-com_concurrent-edits-to-the-same-file-will-overwrite-the-documen,"The doc will only keep either ""ABC"" or ""DEF"".",Issue #7197,SQ-03,stable,,,
SQ-03-C003,Logseq had a documented data-loss bug where creating/opening a page could silently overwrite an existing markdown file on disk instead of detecting the name collision.,src_2026-09-04_github-com_do-not-overwrite-md-file-if-it-already-exist-data-loss-logse,checking if the file exists during creation and aborting instead of overwriting the file.,Issue #1332,SQ-03,stable,,,
SQ-03-C004,"Joplin's sync conflict handling copies the local (losing) note into a special Conflict notebook and replaces it locally with the remote version - a conflicted-copy fork, not a merge or a lock.",src_2026-09-04_joplinapp-org_what-is-a-conflict-joplin,"When Joplin detects a conflict, it creates a *Conflict* notebook and copies the local note to it. Then the remote note replaces the local note.",joplinapp.org/help/apps/conflict/,SQ-03,stable,,,
SQ-03-C005,Obsidian Sync merges markdown files automatically via a diff-match-patch three-way-style merge by default; since v1.9.7 users can instead opt into a 'Create conflict file' mode that writes a separate '(Conflicted copy device-name YYYYMMDDHHMM).md' file; non-markdown/canvas files are resolved by last-modified-wins.,src_2026-09-04_github-com_troubleshoot-obsidian-sync-obsidian-help-repo-raw,"Markdown files use ""Google's diff-match-patch algorithm"" for merging changes","Troubleshoot Obsidian Sync.md, General Issues",SQ-03,slow,,,
SQ-03-C006,"Outline does not use markdown files as its source of truth at all: the canonical storage format is a nested JSON document (ProseMirror-style), and markdown is only ever produced as a lossy export/import format; concurrency is handled by real-time collaborative editing rather than file-level conflict resolution.",src_2026-09-04_github-com_what-storage-format-does-will-outline-use-outline-outline-di,"That's correct – and the reason we moved from Markdown is that it cannot represent all the many things that a modern text editor must achieve, but we'll always support a lossy Markdown output.","Discussion #7396, maintainer tommoor",SQ-03,slow,,,
SQ-03-C007,"Decap CMS (git-backed) has no in-UI merge-conflict resolution: this feature request has stayed open and pinned since 2018, meaning concurrent edits producing a git merge conflict must be resolved outside the CMS by hand.",src_2026-09-04_github-com_allow-merge-conflicts-to-be-resolved-from-the-cms-ui-decap-c,Merge conflicts represent an inevitable challenge that currently cannot be addressed through the CMS interface.,decap-cms issue #1691,SQ-03,slow,,,
SQ-03-C008,"SilverBullet documents a 'space' as nothing more than a plain folder on disk, with no built-in multi-device sync or conflict-resolution system of its own; users are pointed at external tools like git for that.",src_2026-09-04_v1-silverbullet-md_spaces-silverbullet-docs,"You may think of it as a folder — because in practical terms, that's all it is.","SilverBullet docs, Spaces",SQ-03,slow,,,
SQ-03-C009,"Logseq users report repeated real-world data loss from Sync: one user had 3-4 loss incidents in a week, another lost two weeks of notes despite following recommended precautions (waiting for the green in-sync indicator).",src_2026-09-04_discuss-logseq-com_logseq-forum-syncing-issues-multiple-cases-of-data-loss,3-4 cases of data loss,"Logseq forum thread, OP tx2005",SQ-03,volatile,,,
